
MINUTE: Average=216.26893481971632, Max=216.41614535411958, Min=216.0784350630854
MINUTE: Average=216.91865245029751, Max=217.08865320267518, Min=216.80930532461997
MINUTE: Average=216.79968453090473, Max=217.0255104275009, Min=216.6310226723624
MINUTE: Average=217.00359331265983, Max=217.1991312526514, Min=216.87391738098887
MINUTE: Average=217.41217117158607, Max=217.62034882023173, Min=217.21759439566264
MINUTE: Average=217.46563203659613, Max=217.57895417714477, Min=217.3290865086232
MINUTE: Average=217.39092059605542, Max=217.5073111887101, Min=217.2688305500376
MINUTE: Average=217.46287480519146, Max=217.60404301070602, Min=217.31565551889705
MINUTE: Average=217.49031051722608, Max=217.6977332321495, Min=217.3115246516268
MINUTE: Average=217.81308698786654, Max=217.88317491077163, Min=217.67565288552905
MINUTE: Average=217.69415383195155, Max=217.89258243044347, Min=217.52583128734392
MINUTE: Average=217.7028905766978, Max=217.90317352350053, Min=217.53731089577326
MINUTE: Average=217.74448007723328, Max=218.05731034799194, Min=217.5527224921942
MINUTE: Average=217.99158973755183, Max=218.06904664087966, Min=217.91959495417774
MINUTE: Average=217.93806613360704, Max=218.0996673369744, Min=217.8218088098126
MINUTE: Average=217.78818946681662, Max=217.93436840724735, Min=217.66144204618232
MINUTE: Average=217.33661502828238, Max=217.66638803337818, Min=217.051309952949
MINUTE: Average=216.87161025175843, Max=217.108757949902, Min=216.68267271887177
MINUTE: Average=216.80332213217065, Max=216.95717495708035, Min=216.60320406349314
MINUTE: Average=216.45817455486454, Max=216.86161880664213, Min=216.12490795122847
MINUTE: Average=216.27709329615445, Max=216.3516537438276, Min=216.13283148181068
MINUTE: Average=216.2209264879603, Max=216.31960629942046, Min=216.08631236063516
MINUTE: Average=216.38536515873008, Max=216.55244919559314, Min=216.25743113732295
MINUTE: Average=216.52828153488903, Max=216.6378983687742, Min=216.4186194536346
MINUTE: Average=216.54119649896262, Max=216.67841641996398, Min=216.28982076886956
MINUTE: Average=216.12165427959783, Max=216.32397573773022, Min=215.9863355003873
MINUTE: Average=215.99974449984452, Max=216.16876214518388, Min=215.88171111117776
MINUTE: Average=215.98542698187916, Max=216.1370493599325, Min=215.84269484464357
MINUTE: Average=215.8011764275768, Max=215.87819870832314, Min=215.66805228013584
MINUTE: Average=215.7252880137384, Max=215.89352678870338, Min=215.6290317213174
MINUTE: Average=215.7868914767776, Max=215.9741519880207, Min=215.47709327592113
MINUTE: Average=215.38335912530184, Max=215.56815794196825, Min=215.16823510542565
MINUTE: Average=215.00044929879107, Max=215.21564054031433, Min=214.7104658097787
MINUTE: Average=214.5594386393947, Max=214.81192572257166, Min=214.32340311570292
MINUTE: Average=214.41313920837825, Max=214.6335678664244, Min=214.22183645249532
MINUTE: Average=214.75167750013696, Max=214.88733480307639, Min=214.63213913167547
MINUTE: Average=214.64752786720072, Max=214.86377322961, Min=214.47930409692427
MINUTE: Average=214.7859515885061, Max=214.98830079314163, Min=214.52937896238905
MINUTE: Average=214.85132361105397, Max=215.02917282738446, Min=214.62572823499306
MINUTE: Average=214.79233860780985, Max=214.92911770080335, Min=214.53315330173677
MINUTE: Average=214.4729780297724, Max=214.59113995344634, Min=214.2742119544385
MINUTE: Average=214.3154830218768, Max=214.51409783199068, Min=214.20786743572575
MINUTE: Average=214.39568149585958, Max=214.53519457744605, Min=214.28497180145843
MINUTE: Average=214.4209825622295, Max=214.61901541151371, Min=214.27144137554671
MINUTE: Average=214.6042724125055, Max=214.74710441564827, Min=214.4455326479346
MINUTE: Average=214.38468219342704, Max=214.57564199627404, Min=214.10053401670675
MINUTE: Average=213.9554698052889, Max=214.13717774973153, Min=213.77830587033546
MINUTE: Average=213.8991441263049, Max=213.9999948225984, Min=213.7834020271623
MINUTE: Average=213.99577067559858, Max=214.12638561822624, Min=213.88773435762945
MINUTE: Average=213.74321981564043, Max=213.97500076526484, Min=213.55636140809105
MINUTE: Average=213.59240625302309, Max=213.72420009824043, Min=213.44254572730705
MINUTE: Average=213.541546040753, Max=213.63245394747173, Min=213.43069903542047
MINUTE: Average=213.37084895385217, Max=213.6073358363694, Min=213.2102353860344
MINUTE: Average=213.53679495833677, Max=213.6803436775208, Min=213.35527418849537
MINUTE: Average=213.3353687360983, Max=213.58155117512126, Min=213.10989025729177
MINUTE: Average=213.0754641767798, Max=213.22298002250508, Min=212.89218091065482
MINUTE: Average=213.37169772370495, Max=213.53676208758435, Min=213.1667854115806
MINUTE: Average=213.33882940780862, Max=213.4804457183556, Min=213.17040139115818
MINUTE: Average=213.34406171623246, Max=213.45853349545365, Min=213.25754601942361
MINUTE: Average=213.2447721450879, Max=213.38618378217137, Min=213.1334832777283
MINUTE: Average=213.37096903884336, Max=213.5664899470951, Min=213.2251583390004
MINUTE: Average=213.2881683350111, Max=213.46013684210865, Min=213.16551370078238
MINUTE: Average=213.15822211267684, Max=213.3063537684153, Min=213.00187594798933
MINUTE: Average=213.37085153835355, Max=213.62849642831782, Min=213.0335075890506
MINUTE: Average=213.46086735973714, Max=213.56149407625435, Min=213.36753610839426
MINUTE: Average=213.3544607522012, Max=213.5201004859231, Min=213.19927820527062
MINUTE: Average=213.32476472609795, Max=213.42459023848477, Min=213.2169050442198
MINUTE: Average=213.2751993438713, Max=213.4414276916602, Min=213.1413156098367
MINUTE: Average=213.1767916456542, Max=213.3792257082999, Min=212.9991334118754
MINUTE: Average=213.07058085544344, Max=213.19774024080283, Min=212.9024351012995
MINUTE: Average=212.86210369292186, Max=213.14992978044958, Min=212.4305539667454
MINUTE: Average=212.43430211546922, Max=212.54364498431568, Min=212.34206220037663
MINUTE: Average=212.56261539161724, Max=212.72252875251178, Min=212.38415516561327
MINUTE: Average=212.55789387144173, Max=212.68026084546995, Min=212.44890767201593
MINUTE: Average=212.7697580140902, Max=212.91503478154084, Min=212.64939750344382
MINUTE: Average=212.71978276203794, Max=212.82956030628327, Min=212.62019578821352
MINUTE: Average=212.69912665146822, Max=212.87608086880806, Min=212.56286910813495
MINUTE: Average=213.05736590181613, Max=213.2188752899555, Min=212.8190004750869
MINUTE: Average=213.08188674042262, Max=213.1877497769591, Min=212.95261876649678
MINUTE: Average=213.30542258639787, Max=213.52130911902762, Min=213.15482279441565
MINUTE: Average=213.41479605887724, Max=213.5145921777392, Min=213.32107116850608
MINUTE: Average=213.53937113514698, Max=213.6341386298069, Min=213.41345618019062
MINUTE: Average=213.29741610465643, Max=213.50490217463812, Min=213.11969232149613
MINUTE: Average=213.17412089595558, Max=213.34637429667612, Min=213.0409210855478
MINUTE: Average=212.9982531963027, Max=213.2621875451313, Min=212.66976884996942
MINUTE: Average=212.69258684384008, Max=212.83768344003548, Min=212.55141564568663
MINUTE: Average=212.81916794586044, Max=212.95235847256953, Min=212.62420981742633
MINUTE: Average=212.62939052489872, Max=212.9286818052981, Min=212.3875160644715
MINUTE: Average=212.13696771687566, Max=212.42015168396182, Min=211.97672101699214
MINUTE: Average=212.03747196783894, Max=212.22990741798748, Min=211.86683201408192
MINUTE: Average=211.76306506604377, Max=211.9174745266788, Min=211.65667231251732
MINUTE: Average=211.60529740227625, Max=211.74427405889344, Min=211.47411564300086
MINUTE: Average=211.82509391013724, Max=211.9276047024571, Min=211.72475183342846
MINUTE: Average=211.77496803652716, Max=211.87208482311988, Min=211.6829912533539
MINUTE: Average=211.70128882675235, Max=211.83364518979198, Min=211.56182023898336
MINUTE: Average=211.608733687524, Max=211.7263909015589, Min=211.50326242327995
MINUTE: Average=211.69336005672875, Max=212.0048219867193, Min=211.44506760843794
MINUTE: Average=211.98194844953417, Max=212.08158852603947, Min=211.8567579803492
MINUTE: Average=212.06519693258676, Max=212.1705288404476, Min=211.89161011565028
MINUTE: Average=211.9012369068537, Max=212.19309812695337, Min=211.6587674275137
MINUTE: Average=211.71153683277618, Max=211.9278438651948, Min=211.6017777184225
MINUTE: Average=212.14670681288183, Max=212.3528503988532, Min=211.9552190650598
MINUTE: Average=212.4539636493868, Max=212.7761994115782, Min=212.2745624562693
MINUTE: Average=212.77468001266217, Max=212.85753124984205, Min=212.6861775408051
MINUTE: Average=212.91573432978808, Max=213.0389023975377, Min=212.83866117381038
MINUTE: Average=212.8186890567023, Max=212.94796047211764, Min=212.71842784458178
MINUTE: Average=212.93089858443574, Max=213.0421603808405, Min=212.7784443335212
MINUTE: Average=213.02778179551083, Max=213.24631999189475, Min=212.9388789516856
MINUTE: Average=213.11640697500027, Max=213.27073194356484, Min=212.95681620715567
MINUTE: Average=213.12594464383682, Max=213.3287095249646, Min=212.91566587419928
MINUTE: Average=213.27490462023738, Max=213.4484631062232, Min=213.1133546982063
MINUTE: Average=213.41861648252836, Max=213.6854333062069, Min=213.19900174138377
MINUTE: Average=213.74532352094755, Max=213.84272264758658, Min=213.67382428113447
MINUTE: Average=213.68511476452585, Max=213.80365003591112, Min=213.5930514585544
MINUTE: Average=213.96658638269867, Max=214.17230139052597, Min=213.63313205488984
MINUTE: Average=213.95162156381488, Max=214.1482431298261, Min=213.794777208696
MINUTE: Average=214.01325156141044, Max=214.12235441710038, Min=213.92949007283272
MINUTE: Average=213.9759345042007, Max=214.17010902218598, Min=213.7616439885852
MINUTE: Average=214.35862845883702, Max=214.64583829369482, Min=214.07819329368752
MINUTE: Average=214.9335251041894, Max=215.1466700520405, Min=214.63901964300328
MINUTE: Average=215.05446370922718, Max=215.24390071513903, Min=214.91236701239922
MINUTE: Average=214.9899030315212, Max=215.17296572098752, Min=214.87508401760408
MINUTE: Average=215.3451381348218, Max=215.4765122453061, Min=215.14666703147356
MINUTE: Average=215.12315227789867, Max=215.2927021015479, Min=214.89677516523426
MINUTE: Average=214.87131458169623, Max=214.9668614232899, Min=214.78221520039511
MINUTE: Average=214.88299589293936, Max=215.04080215667318, Min=214.7611825839552
MINUTE: Average=214.81375203928732, Max=214.91584838229673, Min=214.66629605441793
MINUTE: Average=214.71440560213125, Max=214.90910847145665, Min=214.5556605883658
MINUTE: Average=214.88265567550738, Max=215.1316876709253, Min=214.6981310569012
MINUTE: Average=214.84652421370038, Max=215.08964545075182, Min=214.71106295264929
MINUTE: Average=214.6170969619131, Max=214.80884145193016, Min=214.33642349011583
MINUTE: Average=214.2898465084106, Max=214.4809446660612, Min=214.075856211975
MINUTE: Average=214.500540772443, Max=214.6243640244254, Min=214.34633568827942
MINUTE: Average=214.3786455960643, Max=214.5007023581035, Min=214.25502624063319
MINUTE: Average=214.1401896395205, Max=214.3019280176092, Min=214.0058421602797
MINUTE: Average=213.89478149512294, Max=214.11448204528023, Min=213.75300665025958
MINUTE: Average=213.6661914086011, Max=213.78309301626547, Min=213.50975378324605
MINUTE: Average=213.5410630368505, Max=213.7528559513018, Min=213.38534837416626
MINUTE: Average=213.41418386888787, Max=213.5144275935036, Min=213.27969425914569
MINUTE: Average=213.34730163496306, Max=213.45325292115353, Min=213.25172918756337
MINUTE: Average=213.51419836072148, Max=213.6452510773257, Min=213.39153304731056
MINUTE: Average=213.48873102186334, Max=213.63196075636915, Min=213.3310367596293
MINUTE: Average=213.45653680260924, Max=213.65499280963908, Min=213.33097183247676
MINUTE: Average=213.58235968154136, Max=213.75088213773165, Min=213.44639989604892
MINUTE: Average=213.69910054406859, Max=213.9506955400687, Min=213.47439908201335
MINUTE: Average=213.70389004235867, Max=213.85982686525597, Min=213.5495398144369
MINUTE: Average=213.6427383085838, Max=213.77190049979296, Min=213.5026274964404
MINUTE: Average=213.4750911138043, Max=213.6705370108864, Min=213.20183053785976
MINUTE: Average=213.023555023425, Max=213.31375085753248, Min=212.77941557253044
MINUTE: Average=213.14326197316035, Max=213.27255540311586, Min=212.8559626332602
MINUTE: Average=213.33207575223724, Max=213.5519987490129, Min=213.156973589782
MINUTE: Average=213.53394898601712, Max=213.70274953660123, Min=213.34841887942036
MINUTE: Average=213.79380251395034, Max=213.9005549908527, Min=213.67315582954896
MINUTE: Average=213.932149901452, Max=214.03514781928618, Min=213.80479250263414
MINUTE: Average=213.8279931904348, Max=213.91612812360265, Min=213.71722932820336
MINUTE: Average=213.77118764354225, Max=213.90462396314624, Min=213.6038157227987
MINUTE: Average=213.73540647330404, Max=213.89197727055625, Min=213.56118224579905
MINUTE: Average=213.79256146724146, Max=213.88590106385715, Min=213.68323094289624
MINUTE: Average=213.8907989605765, Max=214.055277388872, Min=213.69301135160094
MINUTE: Average=213.8378027261946, Max=214.17218198220615, Min=213.64905540926915
MINUTE: Average=214.0622958375094, Max=214.1681194940342, Min=213.9082528528141
MINUTE: Average=214.25797619997383, Max=214.42724165974582, Min=214.05120894080355
MINUTE: Average=214.47602025628936, Max=214.57659425290421, Min=214.38257883133943
MINUTE: Average=214.56988996316562, Max=214.745211175645, Min=214.4190595345443
MINUTE: Average=214.59549516303665, Max=214.77062166305507, Min=214.40900564266502
MINUTE: Average=214.4612404702683, Max=214.6389689606767, Min=214.34728136539732
MINUTE: Average=214.29137019366956, Max=214.4571670504973, Min=214.1094418813081
MINUTE: Average=214.15717890414913, Max=214.36722669001634, Min=214.00301746177095
MINUTE: Average=214.1602994743244, Max=214.25027550978425, Min=213.9675227486383
MINUTE: Average=214.17300177529563, Max=214.3047092403085, Min=214.0623256947126
MINUTE: Average=214.30233047191567, Max=214.41275543122205, Min=214.12871238898703
MINUTE: Average=214.31125480261278, Max=214.42326594861086, Min=214.21794124422703
MINUTE: Average=214.11187979606697, Max=214.27365098401748, Min=213.9868305077983
MINUTE: Average=213.94526940717452, Max=214.08621718762177, Min=213.80804961968485
MINUTE: Average=213.5590320650067, Max=213.83435062670708, Min=213.26007288077201
MINUTE: Average=213.1634588991284, Max=213.3001734827066, Min=213.04469101976497
MINUTE: Average=213.060049341369, Max=213.22295061236156, Min=212.8386199843805
MINUTE: Average=213.08878292130572, Max=213.25088703096915, Min=212.86612920221336
MINUTE: Average=213.27053713396532, Max=213.41968801930796, Min=213.09736852600935
MINUTE: Average=213.48290929446364, Max=213.63074353293962, Min=213.32898553877104
MINUTE: Average=213.4565052045373, Max=213.69136015392667, Min=213.30284574495113
MINUTE: Average=213.55624922174104, Max=213.67627046541085, Min=213.41964487241077
MINUTE: Average=213.5158791345056, Max=213.67054599406544, Min=213.39002789783464
MINUTE: Average=213.25708783070138, Max=213.43817739921, Min=212.985974987963
MINUTE: Average=212.97108567633126, Max=213.0927302027, Min=212.84713591588573
MINUTE: Average=213.01035707199483, Max=213.14566419532062, Min=212.85253878446474
MINUTE: Average=213.0943045977353, Max=213.18299023501288, Min=213.00858309113815
MINUTE: Average=213.2004677371892, Max=213.33671119526335, Min=213.07793109799888
MINUTE: Average=213.04698158228072, Max=213.22472224993678, Min=212.84019395060298
MINUTE: Average=212.95312803735212, Max=213.0661626461352, Min=212.84456420909734
MINUTE: Average=213.0179378926923, Max=213.12744277332249, Min=212.88956727484606
MINUTE: Average=213.0955492639287, Max=213.24572078412535, Min=212.89043499409667
MINUTE: Average=212.96337307209677, Max=213.147185017912, Min=212.78068171611648
MINUTE: Average=212.80139115725808, Max=212.91048542849703, Min=212.69298652331693
MINUTE: Average=212.99754744463428, Max=213.14380804463264, Min=212.89558057082672
MINUTE: Average=213.02215604064378, Max=213.10936448522486, Min=212.91473636902185
MINUTE: Average=213.11725486261582, Max=213.2552929312142, Min=212.9432892000934
MINUTE: Average=213.07173867435293, Max=213.19477097748992, Min=212.95725150584963
MINUTE: Average=213.14605788865694, Max=213.21479346632444, Min=213.0749145046883
MINUTE: Average=212.93664542310879, Max=213.08855024342944, Min=212.83841662312028
MINUTE: Average=212.75864602614453, Max=212.9690168265664, Min=212.61381081556902
MINUTE: Average=212.5160279775259, Max=212.7042607274224, Min=212.36849262309036
MINUTE: Average=212.4396657566439, Max=212.56006112254613, Min=212.3316527683198
MINUTE: Average=212.41254536984283, Max=212.5757450350793, Min=212.26025355156514
MINUTE: Average=212.22290845591505, Max=212.3368683505574, Min=212.12927593303283
MINUTE: Average=212.35844625830165, Max=212.46739710038702, Min=212.2606699188833
MINUTE: Average=212.22108287936726, Max=212.3892982284169, Min=212.0688128081173
MINUTE: Average=212.22368691144894, Max=212.38618589238368, Min=211.99054104487362
MINUTE: Average=212.0893782985938, Max=212.17965146618593, Min=211.99519042242795
MINUTE: Average=212.33915388175282, Max=212.59476803296806, Min=212.14329068845015
MINUTE: Average=212.7162039005485, Max=212.8897029711899, Min=212.54058131110943
MINUTE: Average=213.0398787073111, Max=213.3265470311064, Min=212.87049301927658
MINUTE: Average=213.39967166832687, Max=213.47765762543867, Min=213.3288551768228
MINUTE: Average=213.38960105284, Max=213.5000477510699, Min=213.25799006561772
MINUTE: Average=213.44966183788213, Max=213.56405536067976, Min=213.2847331879905
MINUTE: Average=213.55584812243563, Max=213.6437427649067, Min=213.35615024998648
MINUTE: Average=213.74342355749428, Max=213.9303172478174, Min=213.63038682987914
MINUTE: Average=214.0732392146293, Max=214.31260233832606, Min=213.84005163454717
MINUTE: Average=213.92365261965307, Max=214.25052908863753, Min=213.73581036180312
MINUTE: Average=214.33031100871463, Max=214.49460675637008, Min=214.20532657025439
MINUTE: Average=214.5625334931636, Max=214.77380396429155, Min=214.2983412114881
MINUTE: Average=214.57766096758448, Max=214.74642902336984, Min=214.45427027429824
MINUTE: Average=214.30782666223743, Max=214.48843700722753, Min=214.102176915373
MINUTE: Average=214.27856862620422, Max=214.50281440114736, Min=214.08452136731563
MINUTE: Average=214.4365449313249, Max=214.53111194543263, Min=214.3278783911265
MINUTE: Average=214.45739790615076, Max=214.5575501530518, Min=214.3559382184465
MINUTE: Average=214.45845737291685, Max=214.69063128222362, Min=214.34492114578106
MINUTE: Average=214.94507474340423, Max=215.08838631628458, Min=214.68712946418094
MINUTE: Average=214.96718247808784, Max=215.1469168458508, Min=214.82549695046092
MINUTE: Average=214.7464144747301, Max=214.8971409661706, Min=214.60233161491954
MINUTE: Average=214.72090215426937, Max=214.815293962175, Min=214.64338958731642
MINUTE: Average=214.83806724109763, Max=215.0750115261529, Min=214.59635470452855
MINUTE: Average=215.2461945469768, Max=215.47035525521787, Min=215.05923581829498
MINUTE: Average=215.46172152448915, Max=215.64140453768522, Min=215.31573446434226
MINUTE: Average=215.66368336249045, Max=215.77084673937358, Min=215.52493981330468
MINUTE: Average=215.8783319185267, Max=216.08908422164717, Min=215.68274286726026
MINUTE: Average=215.97534122008113, Max=216.07647348370534, Min=215.87624787958464
MINUTE: Average=215.8774540432773, Max=215.97997760519877, Min=215.789548505545
MINUTE: Average=216.0047876562427, Max=216.10324644801753, Min=215.883508769944
MINUTE: Average=216.10310153011866, Max=216.21230986786645, Min=216.02647841383492
MINUTE: Average=216.328858568525, Max=216.6687373797406, Min=216.11234214175957
MINUTE: Average=216.59080598682988, Max=216.71217871631563, Min=216.50591922112136
MINUTE: Average=216.27779436791133, Max=216.5716286586388, Min=215.91215210994466
MINUTE: Average=215.99396250318537, Max=216.1424478442254, Min=215.80797423922328
MINUTE: Average=216.18927809525218, Max=216.3427553835957, Min=216.04479807097817
MINUTE: Average=216.25300632590194, Max=216.40089767767262, Min=216.1289902432166
MINUTE: Average=216.4415726029379, Max=216.7144139684818, Min=216.14915684507295
FIFTEEN_MINUTES: Average=207.9144392557117, Max=208.42496405398606, Min=207.45552516495147
FIFTEEN_MINUTES: Average=208.27190257144838, Max=208.68634635197176, Min=207.66401688716527
FIFTEEN_MINUTES: Average=208.91017745320747, Max=210.41076295700975, Min=207.89892696165865
FIFTEEN_MINUTES: Average=210.79587977208874, Max=211.46354733618276, Min=210.07621227954863
FIFTEEN_MINUTES: Average=211.5180375012764, Max=212.011369170306, Min=211.01661137906012
FIFTEEN_MINUTES: Average=210.94463896220583, Max=211.3769166208936, Min=210.30317304766956
FIFTEEN_MINUTES: Average=211.50762044102007, Max=212.04862773947238, Min=210.76869770189953
FIFTEEN_MINUTES: Average=211.08555070578433, Max=211.79925507532462, Min=210.31079957977047
FIFTEEN_MINUTES: Average=211.83444894875907, Max=212.33095202861367, Min=211.2463600830692
FIFTEEN_MINUTES: Average=212.43348831459124, Max=213.0841940935601, Min=211.99069228622105
FIFTEEN_MINUTES: Average=212.28161682910755, Max=212.7261450376152, Min=211.5948011833997
FIFTEEN_MINUTES: Average=211.66135243075956, Max=212.3109150291587, Min=210.92158266109925
FIFTEEN_MINUTES: Average=211.64210613319636, Max=212.1608606321592, Min=211.10204059409745
FIFTEEN_MINUTES: Average=211.24075161200213, Max=211.6779923010424, Min=210.83876790333764
FIFTEEN_MINUTES: Average=211.76745833517634, Max=212.2754424373572, Min=211.01603397954352
FIFTEEN_MINUTES: Average=211.7460748310695, Max=212.48811756544683, Min=210.90929747243496
FIFTEEN_MINUTES: Average=211.83694882841647, Max=212.5107068651755, Min=211.19805838265017
FIFTEEN_MINUTES: Average=212.69450509215028, Max=213.18174476941425, Min=212.14646526715075
FIFTEEN_MINUTES: Average=212.66920299723006, Max=213.18547049769396, Min=212.12517462263054
FIFTEEN_MINUTES: Average=212.90540260866092, Max=213.4495600637976, Min=212.318261007394
FIFTEEN_MINUTES: Average=213.0711480247992, Max=213.5351138810472, Min=212.5291918506707
FIFTEEN_MINUTES: Average=213.6763243630915, Max=214.66725999835998, Min=212.56940369158596
FIFTEEN_MINUTES: Average=214.70007768608892, Max=215.19290687407354, Min=214.10652444045107
FIFTEEN_MINUTES: Average=214.06854859758954, Max=214.72669248333966, Min=213.4123161734206
FIFTEEN_MINUTES: Average=213.89800495845046, Max=214.47450907633234, Min=213.20155167391405
FIFTEEN_MINUTES: Average=213.58448794178486, Max=214.2220386332512, Min=212.84731196872528
FIFTEEN_MINUTES: Average=214.56625962723228, Max=215.12347443188133, Min=214.07968608671482
FIFTEEN_MINUTES: Average=214.83736551600933, Max=215.30097090093892, Min=214.4449841332212
FIFTEEN_MINUTES: Average=215.47729370841353, Max=216.04306679679848, Min=214.48269062966418
FIFTEEN_MINUTES: Average=215.81435445196382, Max=216.2390806130821, Min=215.26312727649992
FIFTEEN_MINUTES: Average=216.20912066659523, Max=216.73782206887586, Min=215.789000598646
FIFTEEN_MINUTES: Average=216.1126915629242, Max=216.97615563073833, Min=215.13913023810903
FIFTEEN_MINUTES: Average=215.80551633403644, Max=216.47522828160191, Min=214.91943083146515
FIFTEEN_MINUTES: Average=215.180261764374, Max=215.73066153886032, Min=214.71660743521375
FIFTEEN_MINUTES: Average=214.5898393761777, Max=215.610339742105, Min=213.47061099380656
FIFTEEN_MINUTES: Average=215.04704512747216, Max=215.83425030272898, Min=214.01756568287587
FIFTEEN_MINUTES: Average=213.94274647839342, Max=215.31802593380132, Min=212.4988769226056
FIFTEEN_MINUTES: Average=212.98127076379498, Max=213.40825922125782, Min=212.3424562848244
FIFTEEN_MINUTES: Average=213.5454265938407, Max=214.02888778438367, Min=212.63248276714708
FIFTEEN_MINUTES: Average=212.80401012969156, Max=214.04800815525292, Min=211.60172601340957
FIFTEEN_MINUTES: Average=211.41322780840395, Max=212.034901719149, Min=210.69332812800005
FIFTEEN_MINUTES: Average=211.58155058557213, Max=212.0941150291179, Min=210.9952423389075
FIFTEEN_MINUTES: Average=211.95954011642735, Max=212.5589678444699, Min=211.29543392815233
FIFTEEN_MINUTES: Average=212.65476351916703, Max=213.30391050027, Min=212.13074837397951
FIFTEEN_MINUTES: Average=212.33484957178223, Max=213.05654960922783, Min=211.87310297262107
FIFTEEN_MINUTES: Average=212.42533019847303, Max=213.00067651798062, Min=211.80788656017688
FIFTEEN_MINUTES: Average=212.59215671385553, Max=213.09143204997503, Min=212.10624874018953
FIFTEEN_MINUTES: Average=211.94663640385485, Max=212.48266427026948, Min=210.77744510926743
