
MINUTE: Average=244.2249497796159, Max=244.33268814336225, Min=244.07108583046477
MINUTE: Average=242.91958417511984, Max=243.05245224564726, Min=242.66739603555095
MINUTE: Average=242.66720465512856, Max=242.74498853862963, Min=242.56465913937112
MINUTE: Average=242.71552962124937, Max=242.90023520114406, Min=242.58893799959444
MINUTE: Average=242.725539205749, Max=242.86180502073418, Min=242.58183065972747
MINUTE: Average=242.9296485547979, Max=243.1013872388025, Min=242.78441763096706
MINUTE: Average=243.1005643178774, Max=243.3678158402048, Min=242.92481596302997
MINUTE: Average=243.34366918589197, Max=243.4414384202043, Min=243.22084019798962
MINUTE: Average=243.38797212626216, Max=243.46836827007937, Min=243.30562864146088
MINUTE: Average=243.45704691958932, Max=243.58970552907988, Min=243.29678871892807
MINUTE: Average=243.75388264632917, Max=243.89585743318463, Min=243.51312332740684
MINUTE: Average=243.8289380110546, Max=243.93788201371135, Min=243.69052516647375
MINUTE: Average=244.03066877594907, Max=244.2494237005535, Min=243.7798387555023
MINUTE: Average=244.24917421618767, Max=244.3773789757712, Min=244.04923686791727
MINUTE: Average=244.13856512664378, Max=244.35039681500788, Min=243.958705271414
MINUTE: Average=244.30259173671936, Max=244.4765651266398, Min=244.12724479753658
MINUTE: Average=244.10158922108698, Max=244.27955279595787, Min=243.87296560329798
MINUTE: Average=244.03246918194307, Max=244.2175412869309, Min=243.8229582046161
MINUTE: Average=244.06867757711635, Max=244.16505615625434, Min=243.945055869869
MINUTE: Average=244.01618640572426, Max=244.1568782722404, Min=243.91280288910835
MINUTE: Average=244.19290580115896, Max=244.2972448241337, Min=244.06786432912543
MINUTE: Average=244.28976245335082, Max=244.44571629414423, Min=244.0709570118848
MINUTE: Average=244.02008241476994, Max=244.12038081872066, Min=243.85614585609116
MINUTE: Average=243.8739145681596, Max=243.97527279116554, Min=243.78392960303904
MINUTE: Average=243.9483860452906, Max=244.05416975865415, Min=243.8508589441844
MINUTE: Average=244.22605962509363, Max=244.32112529094564, Min=244.0559568965451
MINUTE: Average=244.03329211046787, Max=244.16166591339598, Min=243.89944966463537
MINUTE: Average=244.25274366629665, Max=244.4849919302798, Min=244.02684612879085
MINUTE: Average=244.2893941457196, Max=244.46267368264722, Min=244.0291788460538
MINUTE: Average=243.9019024486809, Max=244.01800131197936, Min=243.79057078751518
MINUTE: Average=243.78378982193297, Max=243.90155017852547, Min=243.65925257327362
MINUTE: Average=243.8350045283224, Max=243.94901189082015, Min=243.7015413822867
MINUTE: Average=243.52822317555393, Max=243.68887383662494, Min=243.33295842434114
MINUTE: Average=243.55268091249783, Max=243.65516548796964, Min=243.37678616969052
MINUTE: Average=243.73132813940578, Max=243.8585616074286, Min=243.5492817493951
MINUTE: Average=243.97362091285984, Max=244.20834701340507, Min=243.75527724985923
MINUTE: Average=244.19164663507587, Max=244.29918365884092, Min=244.04192518842027
MINUTE: Average=244.01997816884528, Max=244.17463410719265, Min=243.80695729311066
MINUTE: Average=243.89294192635842, Max=243.99677662094706, Min=243.71807131490922
MINUTE: Average=243.99161067586678, Max=244.17819724740784, Min=243.85741278799708
MINUTE: Average=244.1371604330567, Max=244.40647630868483, Min=243.89665842811456
MINUTE: Average=244.1742022907528, Max=244.3936967557705, Min=243.92188290489418
MINUTE: Average=243.86637305121124, Max=243.95825421565036, Min=243.70605677971756
MINUTE: Average=243.61823186735998, Max=243.76278880078212, Min=243.47571024784466
MINUTE: Average=243.59826104211814, Max=243.71746982647585, Min=243.48622207371199
MINUTE: Average=243.47414379401573, Max=243.6118626212238, Min=243.38016425087363
MINUTE: Average=243.60046831621082, Max=243.78676763235214, Min=243.4131733728827
MINUTE: Average=243.6912932204645, Max=243.84109075110993, Min=243.54502964495657
MINUTE: Average=243.6326598196316, Max=243.80475112542095, Min=243.52062114322945
MINUTE: Average=243.86484339568227, Max=244.0300203494159, Min=243.7364913921509
MINUTE: Average=243.86631491939082, Max=244.0000791368644, Min=243.72518369866881
MINUTE: Average=243.94074619440093, Max=244.17466098295571, Min=243.67954680003172
MINUTE: Average=244.08800227250495, Max=244.22414756533416, Min=243.89269358295223
MINUTE: Average=244.07284502042438, Max=244.20820156005067, Min=243.93443045460367
MINUTE: Average=244.04792797035194, Max=244.1344429788403, Min=243.91797780195614
MINUTE: Average=243.86610121950926, Max=244.09663528940467, Min=243.66236731711425
MINUTE: Average=244.02721445326014, Max=244.19613962346529, Min=243.88432275785874
MINUTE: Average=244.05464550638453, Max=244.1543262556371, Min=243.91158428522346
MINUTE: Average=243.77518924846183, Max=243.9007575478789, Min=243.6444258742982
MINUTE: Average=243.48774239230488, Max=243.6415836549201, Min=243.34931207213205
MINUTE: Average=243.34419405359583, Max=243.61646667101007, Min=243.05750313548677
MINUTE: Average=243.13864515885672, Max=243.2919595649425, Min=242.98582528322825
MINUTE: Average=243.19980467468602, Max=243.33216629323448, Min=243.09093503152928
MINUTE: Average=243.35022022122612, Max=243.46083690641143, Min=243.2487513845955
MINUTE: Average=243.13281894140968, Max=243.31074163602872, Min=242.9853925190447
MINUTE: Average=242.99747556086234, Max=243.09233581722876, Min=242.90674381332244
MINUTE: Average=242.90720172970038, Max=243.12436903060694, Min=242.75586263379878
MINUTE: Average=243.08846541570446, Max=243.46783316805642, Min=242.78476340392544
MINUTE: Average=243.65199181124936, Max=243.82915920924702, Min=243.3930762225333
MINUTE: Average=243.7531590459454, Max=243.86395095825986, Min=243.65206346969129
MINUTE: Average=243.86703376794705, Max=244.0035168718381, Min=243.7561372713333
MINUTE: Average=243.73938463797634, Max=243.85717194376502, Min=243.63117866312155
MINUTE: Average=243.66882311365535, Max=243.79814846367452, Min=243.546038005157
MINUTE: Average=243.398189842369, Max=243.6962562581647, Min=243.17102800655752
MINUTE: Average=243.4275596500921, Max=243.7173332476656, Min=243.26669338613215
MINUTE: Average=243.8571318728918, Max=244.04719208353532, Min=243.7037686029184
MINUTE: Average=243.99095221083192, Max=244.12247971917816, Min=243.86552752928233
MINUTE: Average=244.1300931560535, Max=244.33253073996758, Min=243.87352117131488
MINUTE: Average=244.08732809666577, Max=244.24697324306464, Min=243.9727524108289
MINUTE: Average=244.13890044074148, Max=244.27351945607327, Min=243.9802078845631
MINUTE: Average=244.24627250424982, Max=244.3865107679068, Min=244.1045349198185
MINUTE: Average=243.9310231781886, Max=244.20143931122738, Min=243.70532401190567
MINUTE: Average=243.85678502185374, Max=244.02624619495626, Min=243.69417905217003
MINUTE: Average=243.73469515561783, Max=243.8265294915252, Min=243.57849592351877
MINUTE: Average=243.79089981841807, Max=243.9231137001813, Min=243.5886095776893
MINUTE: Average=243.70014717555742, Max=243.81760071057448, Min=243.56447944648838
MINUTE: Average=243.67739154979301, Max=243.81410471042759, Min=243.54516571150572
MINUTE: Average=243.79609243982893, Max=243.9818337634616, Min=243.6106403743639
MINUTE: Average=243.9174881844448, Max=244.10014356721754, Min=243.75240371121188
MINUTE: Average=243.94813249995, Max=244.12666028292298, Min=243.79059078677722
MINUTE: Average=244.07687062557662, Max=244.2903178937341, Min=243.7889235415376
MINUTE: Average=243.7809680768765, Max=243.92328749830176, Min=243.58152018468903
MINUTE: Average=243.77355816405188, Max=243.92781934305177, Min=243.60584939770195
MINUTE: Average=244.07463582739499, Max=244.185636488941, Min=243.95382163335836
MINUTE: Average=244.27828179152428, Max=244.41265389576358, Min=244.07972810580932
MINUTE: Average=244.22427219889838, Max=244.32718717872467, Min=244.11418956000045
MINUTE: Average=243.9811822050993, Max=244.1908963185352, Min=243.7482681493008
MINUTE: Average=243.84278666461256, Max=243.96501936934922, Min=243.7151360926007
MINUTE: Average=243.62982915887173, Max=243.75151408980318, Min=243.46225713903314
MINUTE: Average=243.86656019793335, Max=243.99355554450327, Min=243.6303090348634
MINUTE: Average=243.9967293053755, Max=244.0774124753591, Min=243.8738052409714
MINUTE: Average=243.73824267473142, Max=243.87893405665983, Min=243.5798839319143
MINUTE: Average=243.68761961771114, Max=243.80191021654392, Min=243.57600428337636
MINUTE: Average=243.7267228591242, Max=243.81410171494107, Min=243.612562749091
MINUTE: Average=243.71681987595858, Max=243.8191707384446, Min=243.59346443071726
MINUTE: Average=243.69695304561773, Max=243.8225707481429, Min=243.57947264192532
MINUTE: Average=243.87889569653953, Max=244.23759751500384, Min=243.64841243887136
MINUTE: Average=244.4296697632699, Max=244.60605681158515, Min=244.2227917873596
MINUTE: Average=244.30670888941313, Max=244.4594213167997, Min=244.11207110643124
MINUTE: Average=243.95746495077933, Max=244.1696983087742, Min=243.69807586841205
MINUTE: Average=243.71436885474898, Max=243.81595247791927, Min=243.63164779481394
MINUTE: Average=243.7663643843317, Max=243.87523505434865, Min=243.6113548240799
MINUTE: Average=243.8275487529106, Max=243.9435978743227, Min=243.7208314706921
MINUTE: Average=243.9107539795828, Max=244.05442558775715, Min=243.7479581831182
MINUTE: Average=243.8907808642571, Max=244.02387526792864, Min=243.69455004995405
MINUTE: Average=243.67646547861463, Max=243.77308857201132, Min=243.59530954751597
MINUTE: Average=243.81867514047755, Max=243.91492855550916, Min=243.62578866924275
MINUTE: Average=243.85326537798903, Max=243.96187642705257, Min=243.71934517831608
MINUTE: Average=243.82999235126454, Max=244.01259263355885, Min=243.66240876169186
MINUTE: Average=243.6802546540188, Max=243.7943982076625, Min=243.5658102829298
MINUTE: Average=243.55226231347143, Max=243.65817424628762, Min=243.42984832799652
MINUTE: Average=243.38250897468936, Max=243.5692071034184, Min=243.167963750497
MINUTE: Average=243.5757407731946, Max=243.74313281220137, Min=243.43908809785785
MINUTE: Average=243.84840833014516, Max=244.00063722190225, Min=243.69631467377621
MINUTE: Average=243.78973582756646, Max=243.95300512783209, Min=243.6652952889607
MINUTE: Average=243.9684433580844, Max=244.1280499193925, Min=243.79228078494074
MINUTE: Average=243.80684958906528, Max=243.92663924082743, Min=243.67900072260164
MINUTE: Average=243.74087558012928, Max=243.84715846251999, Min=243.65025015294063
MINUTE: Average=243.95530457267168, Max=244.11034092807495, Min=243.7263493822204
MINUTE: Average=243.85516234336546, Max=244.06123128140518, Min=243.74834705281256
MINUTE: Average=243.87267483715377, Max=243.9602810054245, Min=243.7425365666696
MINUTE: Average=243.48504928919553, Max=243.79904910833886, Min=243.26231407292548
MINUTE: Average=243.2683278633776, Max=243.46226781246537, Min=243.0695052958126
MINUTE: Average=243.04422847626876, Max=243.16037374716657, Min=242.95255325143603
MINUTE: Average=242.83093050387646, Max=243.02184839609455, Min=242.67947344974505
MINUTE: Average=242.64144056625122, Max=242.81625417968434, Min=242.33412521498903
MINUTE: Average=242.26769882903065, Max=242.45010300203074, Min=242.11509474334736
MINUTE: Average=242.35445229178356, Max=242.48340053394264, Min=242.2226486338569
MINUTE: Average=242.38729695927412, Max=242.5072405498452, Min=242.27951873988843
MINUTE: Average=242.3877578464645, Max=242.48584097236764, Min=242.22265256484582
MINUTE: Average=241.98678666991822, Max=242.22977902172488, Min=241.80687196606138
MINUTE: Average=241.74442882907942, Max=241.9295648743795, Min=241.61962819956344
MINUTE: Average=241.57765252285782, Max=241.80316573850232, Min=241.38233318159592
MINUTE: Average=241.75314634107806, Max=241.8867599267442, Min=241.49617024799352
MINUTE: Average=241.94657095418464, Max=242.0776267906, Min=241.77216628882556
MINUTE: Average=241.98244562690255, Max=242.16357107428624, Min=241.77394017576447
MINUTE: Average=241.7036507747697, Max=241.79877811141546, Min=241.6111605008761
MINUTE: Average=241.58343914759897, Max=241.7584166470284, Min=241.43137015920797
MINUTE: Average=241.55474162034002, Max=241.7118156868461, Min=241.42878992085767
MINUTE: Average=241.4199548811662, Max=241.52709273889866, Min=241.26821133892042
MINUTE: Average=241.5088930160778, Max=241.6302446987652, Min=241.3702574475306
MINUTE: Average=241.48401950634715, Max=241.68168766105532, Min=241.31265002241074
MINUTE: Average=241.71427764231692, Max=241.92181019123097, Min=241.43854987771712
MINUTE: Average=242.10880054206922, Max=242.23684702011934, Min=241.94750581194336
MINUTE: Average=242.273153997341, Max=242.53739703447135, Min=242.13406577384424
MINUTE: Average=242.55921525331527, Max=242.65437269948242, Min=242.4358218513454
MINUTE: Average=242.49689894819798, Max=242.59130626936144, Min=242.402699831086
MINUTE: Average=242.17051050611434, Max=242.59344968106973, Min=241.91420546490468
MINUTE: Average=241.64607631932657, Max=241.94204156364873, Min=241.2181690018471
MINUTE: Average=241.35715003946194, Max=241.4820555810714, Min=241.17768611073146
MINUTE: Average=241.23227486646377, Max=241.44818070517104, Min=241.06670067454974
MINUTE: Average=241.42042463206502, Max=241.529730096928, Min=241.2980242696723
MINUTE: Average=241.36819251912237, Max=241.50153138985692, Min=241.22496951037203
MINUTE: Average=241.52046921734396, Max=241.63271020470384, Min=241.38868278843896
MINUTE: Average=241.49656129788454, Max=241.64405159738183, Min=241.3214518659517
MINUTE: Average=241.42527295968551, Max=241.56249300303912, Min=241.29538580075823
FIFTEEN_MINUTES: Average=248.7789104215409, Max=249.5981463434658, Min=247.84782468680254
FIFTEEN_MINUTES: Average=247.56051631746922, Max=248.11222345045437, Min=247.14350930339157
FIFTEEN_MINUTES: Average=247.98748526598428, Max=248.45918168063452, Min=247.1423598232203
FIFTEEN_MINUTES: Average=247.67840459494755, Max=248.560555900114, Min=246.74222526935853
FIFTEEN_MINUTES: Average=247.25033303720875, Max=247.96890542352833, Min=246.75176006774188
FIFTEEN_MINUTES: Average=248.2312707979497, Max=249.18583381632385, Min=246.69828765431853
FIFTEEN_MINUTES: Average=247.95652808452152, Max=249.12676853599868, Min=247.4830148041477
FIFTEEN_MINUTES: Average=247.3749538330611, Max=247.88559860651304, Min=246.67912515809334
FIFTEEN_MINUTES: Average=247.83279093981, Max=248.6296218224448, Min=246.68992619385676
FIFTEEN_MINUTES: Average=248.38746217667767, Max=248.89918524763306, Min=247.79404600281455
FIFTEEN_MINUTES: Average=248.12838691312612, Max=248.73012605526972, Min=247.54613503500164
FIFTEEN_MINUTES: Average=248.15905886235538, Max=248.6036078440002, Min=247.2563896568355
FIFTEEN_MINUTES: Average=247.64041229303706, Max=248.79446782953983, Min=246.9290482709127
FIFTEEN_MINUTES: Average=248.7354790310365, Max=249.2317346883238, Min=248.28958849291843
FIFTEEN_MINUTES: Average=249.0332245767453, Max=249.8832087649766, Min=248.2175447709256
FIFTEEN_MINUTES: Average=249.33080815929648, Max=249.97706583675287, Min=248.8542775033077
FIFTEEN_MINUTES: Average=249.62629733560135, Max=250.12800869484525, Min=249.12483552972202
FIFTEEN_MINUTES: Average=249.65050091539544, Max=250.1093580917481, Min=249.17469699673714
FIFTEEN_MINUTES: Average=249.43418930917, Max=250.07102823813628, Min=248.48959749837033
FIFTEEN_MINUTES: Average=248.73931816201508, Max=249.61655850941847, Min=247.92811669206287
FIFTEEN_MINUTES: Average=248.9060612010835, Max=249.52170144898093, Min=248.04191131359232
FIFTEEN_MINUTES: Average=249.7472185504416, Max=250.39312489123873, Min=248.99812142385997
FIFTEEN_MINUTES: Average=249.57244612388135, Max=250.04555366591995, Min=249.22221090748153
FIFTEEN_MINUTES: Average=249.384815534882, Max=250.03882606649697, Min=248.8642062400759
FIFTEEN_MINUTES: Average=248.81831550865, Max=249.23920501242952, Min=248.26559442137955
FIFTEEN_MINUTES: Average=249.91853162425326, Max=250.53671557522412, Min=248.99200824873597
FIFTEEN_MINUTES: Average=250.22942872408944, Max=250.7680344822977, Min=249.38781573940267
FIFTEEN_MINUTES: Average=250.24380832409335, Max=250.96808365511797, Min=249.64678598321188
FIFTEEN_MINUTES: Average=249.5682619157273, Max=250.26423286720447, Min=248.84811921478232
FIFTEEN_MINUTES: Average=249.2657611965243, Max=249.96039016073027, Min=248.6607903971824
FIFTEEN_MINUTES: Average=249.21173185159847, Max=249.7230572182277, Min=248.6707150329061
FIFTEEN_MINUTES: Average=249.4225429701479, Max=249.8346012813428, Min=248.90168841215043
FIFTEEN_MINUTES: Average=248.9447531695037, Max=249.65068499633824, Min=247.8267802321011
FIFTEEN_MINUTES: Average=247.81938402240849, Max=248.32938853387807, Min=247.25345844763459
FIFTEEN_MINUTES: Average=247.4981620172007, Max=248.00247503783896, Min=246.64183017583122
FIFTEEN_MINUTES: Average=246.8085934804312, Max=247.30977750401317, Min=246.40907829065748
FIFTEEN_MINUTES: Average=246.7483191445495, Max=247.30927050781418, Min=246.22626905246787
FIFTEEN_MINUTES: Average=246.90554964363739, Max=247.3560203320096, Min=246.37260919793724
FIFTEEN_MINUTES: Average=247.24251149316214, Max=247.97165824914515, Min=246.64032199111924
FIFTEEN_MINUTES: Average=248.1456988861747, Max=248.77279461627927, Min=247.56918649966204
FIFTEEN_MINUTES: Average=248.84874135644378, Max=249.6796428254829, Min=248.3318191927276
FIFTEEN_MINUTES: Average=248.8424540402774, Max=249.53956705020266, Min=248.00938453297684
FIFTEEN_MINUTES: Average=249.9249863139714, Max=250.62404148347161, Min=248.97804064487195
FIFTEEN_MINUTES: Average=250.06434324496612, Max=250.86614524505924, Min=249.28631524408001
FIFTEEN_MINUTES: Average=248.98620112342186, Max=249.7588421940807, Min=248.43449039440762
FIFTEEN_MINUTES: Average=250.2328330830682, Max=251.08251915348748, Min=248.93170856987862
FIFTEEN_MINUTES: Average=250.63263264751407, Max=251.07584141402708, Min=250.14096897635272
FIFTEEN_MINUTES: Average=249.53859978739152, Max=250.22149614997932, Min=248.4678288524843
