
MINUTE: Average=210.66190648334876, Max=210.74464959561, Min=210.54601680316964
MINUTE: Average=210.65781866396966, Max=210.7858773131231, Min=210.5306327113413
MINUTE: Average=210.90994992388457, Max=211.055506353115, Min=210.63160897027748
MINUTE: Average=210.72950314435806, Max=210.86226442475734, Min=210.62464807641274
MINUTE: Average=210.75963633271365, Max=210.9550532341908, Min=210.6073631350332
MINUTE: Average=211.13493787046914, Max=211.32570606219926, Min=210.78534738080222
MINUTE: Average=210.83955699751172, Max=211.10984672241545, Min=210.69655505819492
MINUTE: Average=210.70751253221576, Max=210.81973995092014, Min=210.5889784525081
MINUTE: Average=210.52251320459192, Max=210.6752020828285, Min=210.38520335135266
MINUTE: Average=210.5683510860023, Max=210.69430407874475, Min=210.4636912148515
MINUTE: Average=210.61400154862585, Max=210.6992824074082, Min=210.49349713277985
MINUTE: Average=210.56934573275427, Max=210.8144611246033, Min=210.4220779171871
MINUTE: Average=210.91212870200823, Max=211.01540691385526, Min=210.79158883024948
MINUTE: Average=210.7257131016805, Max=210.82490571935813, Min=210.63581155421352
MINUTE: Average=210.7804592148979, Max=210.96411790940584, Min=210.54347050559633
MINUTE: Average=210.90622845711448, Max=211.08410443742855, Min=210.75120877824327
MINUTE: Average=210.89801137358725, Max=211.08410785734858, Min=210.7746249772769
MINUTE: Average=210.90283394975404, Max=211.0811111058211, Min=210.72157504495866
MINUTE: Average=211.1829163657975, Max=211.34485758006272, Min=211.0300368643839
MINUTE: Average=211.06337722274836, Max=211.26499632645258, Min=210.78036971829542
MINUTE: Average=210.84424249002527, Max=211.04860926898237, Min=210.72784703405128
MINUTE: Average=210.88101223431835, Max=211.05168996594472, Min=210.7429543908424
MINUTE: Average=210.81767187883906, Max=210.93367278390068, Min=210.7118118027818
MINUTE: Average=210.7465064138234, Max=210.89016794961782, Min=210.61020288129822
MINUTE: Average=210.67833541123431, Max=210.84944650390744, Min=210.4789449279244
MINUTE: Average=210.68580003202098, Max=210.92946016519943, Min=210.4467352357295
MINUTE: Average=210.79393829249128, Max=210.8573145298455, Min=210.69128728361488
MINUTE: Average=210.7500472138532, Max=210.83136874313925, Min=210.67215783351241
MINUTE: Average=210.72373617356104, Max=210.808104155154, Min=210.66134656457834
MINUTE: Average=210.6368617777218, Max=210.84226848785158, Min=210.44924867135956
MINUTE: Average=210.38831298189507, Max=210.55472458831377, Min=210.27087498900022
MINUTE: Average=210.53549296366725, Max=210.68687453354443, Min=210.4443462983351
MINUTE: Average=210.50816937073026, Max=210.63512500156256, Min=210.3200415251939
MINUTE: Average=210.09519546506348, Max=210.35259953453166, Min=209.89488038022847
MINUTE: Average=210.2391437370001, Max=210.5471133698349, Min=209.9890015125652
MINUTE: Average=210.4461671774605, Max=210.5811762749253, Min=210.3313792167601
MINUTE: Average=210.57362318401374, Max=210.75191188360233, Min=210.33877361073098
MINUTE: Average=210.7005509945646, Max=210.82555819985106, Min=210.54084678085988
MINUTE: Average=210.56442706772856, Max=210.70388413541454, Min=210.34008366671483
MINUTE: Average=210.3991472985896, Max=210.47669665878342, Min=210.2618766106135
MINUTE: Average=210.03918596058742, Max=210.29875973147125, Min=209.71150319902407
MINUTE: Average=209.63480023195334, Max=209.81971976750452, Min=209.50629230818785
MINUTE: Average=209.63446819055613, Max=209.78409762447967, Min=209.49830090070932
MINUTE: Average=209.8119493299127, Max=209.9402751609464, Min=209.61174038882433
MINUTE: Average=209.67496109101504, Max=209.80695531035363, Min=209.5532657676546
MINUTE: Average=209.53455110187127, Max=209.63076451656056, Min=209.43550800779386
MINUTE: Average=209.73931822235983, Max=209.8909418851513, Min=209.58773274491563
MINUTE: Average=209.85852969339913, Max=210.00210852116044, Min=209.7456448973188
MINUTE: Average=209.92994667940397, Max=210.0678208106856, Min=209.71450473717073
MINUTE: Average=209.47353856844632, Max=209.68603319708404, Min=209.3376767769343
MINUTE: Average=209.5262347678754, Max=209.66315400244122, Min=209.37624227121105
MINUTE: Average=209.59901047649262, Max=209.77391006008898, Min=209.3772027552357
MINUTE: Average=209.6244143710381, Max=209.7568492894342, Min=209.4868004899287
MINUTE: Average=209.7906390634898, Max=210.06827715060035, Min=209.62902587279078
MINUTE: Average=209.98339643009524, Max=210.10350937136698, Min=209.88118931787656
MINUTE: Average=210.01259371896762, Max=210.11249570622056, Min=209.87841985084862
MINUTE: Average=209.8284525172357, Max=209.91270118980614, Min=209.74127318099673
MINUTE: Average=209.98528901306818, Max=210.2085059056506, Min=209.82853303818908
MINUTE: Average=209.96171871222134, Max=210.09728902414847, Min=209.8717991648881
MINUTE: Average=210.15981042891158, Max=210.29924450578514, Min=210.02073146935888
MINUTE: Average=210.15541670944032, Max=210.31982148458405, Min=209.96935963432782
MINUTE: Average=210.2249538103328, Max=210.33064699479036, Min=210.12356141371012
MINUTE: Average=210.28840045688221, Max=210.3863078945276, Min=210.1406008579212
MINUTE: Average=210.2470261689847, Max=210.35420874676683, Min=210.14012583612057
MINUTE: Average=210.23548976000018, Max=210.33716554205182, Min=210.1459895035467
MINUTE: Average=210.55298890898152, Max=210.87375920231412, Min=210.2199838374844
MINUTE: Average=210.81483887375336, Max=210.90016357370618, Min=210.70781010539872
MINUTE: Average=210.85632097100614, Max=210.996471786782, Min=210.7333960324153
MINUTE: Average=210.8143129898903, Max=210.94807001209364, Min=210.68325700969498
MINUTE: Average=210.56612436705805, Max=210.76421181417047, Min=210.3797283540181
MINUTE: Average=210.2183673180531, Max=210.36837590065923, Min=210.0336927588751
MINUTE: Average=210.62501526589963, Max=210.86230607751992, Min=210.28809727996565
MINUTE: Average=210.7040408430375, Max=210.84766007176782, Min=210.59369897450117
MINUTE: Average=211.08839619921577, Max=211.27735009668103, Min=210.85801333500126
MINUTE: Average=210.89006880232014, Max=211.01245742855573, Min=210.73123999129587
MINUTE: Average=210.7405991919989, Max=210.85036782049676, Min=210.60955907981037
MINUTE: Average=210.61133090815449, Max=210.71075690652964, Min=210.51217502211506
MINUTE: Average=210.53841323498253, Max=210.68326882922557, Min=210.3928520758938
MINUTE: Average=210.511148022349, Max=210.62193695573646, Min=210.3857170015608
MINUTE: Average=210.34157671019284, Max=210.47037855465396, Min=210.17652489348745
MINUTE: Average=210.18685953853273, Max=210.3173058388164, Min=210.08533840761194
MINUTE: Average=210.03959868780464, Max=210.18180229987223, Min=209.9198534403556
MINUTE: Average=210.14985148471033, Max=210.31083385043763, Min=209.99678869729325
MINUTE: Average=209.83766013657342, Max=210.21387367259408, Min=209.6188447430809
MINUTE: Average=209.79486595927256, Max=210.02951981872482, Min=209.59816261684946
MINUTE: Average=209.77923847408027, Max=209.9469056484742, Min=209.63361170144748
MINUTE: Average=209.7404563137526, Max=209.8641643688506, Min=209.62082485338536
MINUTE: Average=209.72738602330116, Max=209.87799529431263, Min=209.59392549684807
MINUTE: Average=209.5703124767331, Max=209.72704177079416, Min=209.45188579033086
MINUTE: Average=210.00092814878542, Max=210.13589631420712, Min=209.72234076533383
MINUTE: Average=210.01790237468097, Max=210.19079227435864, Min=209.85338712444715
MINUTE: Average=210.20089901075508, Max=210.35345562862847, Min=210.07175487531043
MINUTE: Average=210.13148651685736, Max=210.26338263097577, Min=210.04264765354674
MINUTE: Average=210.04594587423142, Max=210.2030503764579, Min=209.8676870240694
MINUTE: Average=209.80384701585018, Max=209.93632392262356, Min=209.65284980353357
MINUTE: Average=209.49836315515392, Max=209.70264328836524, Min=209.387327391534
MINUTE: Average=209.4979482466369, Max=209.657416166453, Min=209.42371873987923
MINUTE: Average=209.7869795491895, Max=209.88737926670743, Min=209.62553409943794
MINUTE: Average=209.65090501233502, Max=209.8780550412121, Min=209.43246389591175
MINUTE: Average=209.7158083380363, Max=209.84017039825517, Min=209.52795517233557
MINUTE: Average=209.65228709745037, Max=209.81718467799254, Min=209.4716677461982
MINUTE: Average=209.49687501666332, Max=209.58542459750024, Min=209.40180751324758
MINUTE: Average=209.51643593148864, Max=209.84694035925185, Min=209.34588082296582
MINUTE: Average=209.77612582191747, Max=209.92145011862792, Min=209.57179274758295
MINUTE: Average=209.5009364814638, Max=209.66689930200417, Min=209.32410552542515
MINUTE: Average=209.31234490139377, Max=209.4499920618384, Min=209.14539362836763
MINUTE: Average=209.15369257747955, Max=209.29777664341466, Min=208.9723706602265
MINUTE: Average=208.9395010711588, Max=209.0666251159926, Min=208.83739684273203
MINUTE: Average=208.84853970715434, Max=208.99541162297703, Min=208.71532282105045
MINUTE: Average=209.1545147059512, Max=209.3074566172832, Min=208.92573391263414
MINUTE: Average=208.97935251986627, Max=209.18870807787056, Min=208.61918883680582
MINUTE: Average=208.49585008335345, Max=208.63235491823363, Min=208.33291091116368
MINUTE: Average=208.2695626102201, Max=208.44031831829923, Min=208.1391203751772
MINUTE: Average=208.3076381779991, Max=208.45531337168578, Min=208.1499435559679
MINUTE: Average=208.2255843028647, Max=208.45900472582784, Min=208.02549918043243
MINUTE: Average=208.44148864213543, Max=208.67255381984847, Min=208.15475066663004
MINUTE: Average=208.51912313935102, Max=208.72593646744863, Min=208.29064941630762
MINUTE: Average=208.35862892754892, Max=208.51161963935314, Min=208.232111546123
MINUTE: Average=208.28638238770841, Max=208.46397176836902, Min=208.18750007899044
MINUTE: Average=208.04320566973624, Max=208.33993664683229, Min=207.7545744494237
MINUTE: Average=208.12294992524505, Max=208.34234520954269, Min=207.83565028666547
MINUTE: Average=208.30871635559316, Max=208.49386371955575, Min=208.11634305595916
MINUTE: Average=208.06473607376554, Max=208.1639119811042, Min=207.9384579722602
MINUTE: Average=208.0253828418491, Max=208.1805535372458, Min=207.9299723808228
MINUTE: Average=208.06949548473966, Max=208.225153503659, Min=207.89889521578047
MINUTE: Average=207.96647187179477, Max=208.0872026904647, Min=207.86990615689066
MINUTE: Average=208.2585661137555, Max=208.44953970979932, Min=208.05950586041524
MINUTE: Average=208.4963698806329, Max=208.7996407013472, Min=208.2700914669261
MINUTE: Average=208.67681415221088, Max=208.74247973268427, Min=208.5987646820399
MINUTE: Average=208.71970787090882, Max=208.8192763086353, Min=208.6262462688205
MINUTE: Average=208.88726167253702, Max=209.1132183605525, Min=208.63124335547417
MINUTE: Average=208.94400571406015, Max=209.0550354130402, Min=208.7990183126841
MINUTE: Average=209.05530959058308, Max=209.2853684213139, Min=208.8556262943115
MINUTE: Average=209.32351963525971, Max=209.53246998851202, Min=209.1360103432185
MINUTE: Average=209.4937062262199, Max=209.63387879107958, Min=209.32540268083568
MINUTE: Average=209.7629154395494, Max=210.0529926569937, Min=209.5217286481496
MINUTE: Average=209.9201091072718, Max=210.0783647675698, Min=209.75410324669264
MINUTE: Average=209.83012640346521, Max=209.90789656312438, Min=209.71441148632394
MINUTE: Average=209.50700874395216, Max=209.74931715403412, Min=209.34464956464518
MINUTE: Average=209.30646187022916, Max=209.45889798902357, Min=209.1334094620941
MINUTE: Average=209.26069307143305, Max=209.3605596767308, Min=209.15791017449624
MINUTE: Average=209.27498477533737, Max=209.48584548818334, Min=209.13916241732827
MINUTE: Average=209.49628566877345, Max=209.62508455841513, Min=209.30703350873708
MINUTE: Average=209.47814337362368, Max=209.62441065039636, Min=209.32266273543365
MINUTE: Average=209.346058950527, Max=209.50206744103835, Min=209.23325463884686
MINUTE: Average=209.31983517507246, Max=209.4646402055349, Min=209.1241181205706
MINUTE: Average=209.16220861668992, Max=209.41537547054955, Min=209.03476074357832
MINUTE: Average=209.18104093483666, Max=209.41495381885673, Min=208.96610544610778
MINUTE: Average=208.9110652141144, Max=209.04575820713552, Min=208.75796534409744
MINUTE: Average=208.90073168229472, Max=209.01769877806248, Min=208.77128906267825
MINUTE: Average=208.90624429078352, Max=209.1031648408408, Min=208.71870132078925
MINUTE: Average=208.69381950943313, Max=208.81298490886547, Min=208.62126682722706
MINUTE: Average=208.58910427578934, Max=208.72707834143236, Min=208.4154115244471
MINUTE: Average=208.4698862430954, Max=208.70322082038183, Min=208.26160872116324
MINUTE: Average=208.30052271781827, Max=208.38516112846867, Min=208.20994064043407
MINUTE: Average=208.24845567637982, Max=208.40794865087864, Min=208.06277842145983
MINUTE: Average=208.1936273754134, Max=208.3874772024086, Min=208.02990017481088
MINUTE: Average=208.31116676791035, Max=208.43623541353134, Min=208.18179485265426
MINUTE: Average=208.294058718987, Max=208.42696897784919, Min=208.12167560117584
MINUTE: Average=208.13496571781863, Max=208.23972895583273, Min=208.0205896855626
MINUTE: Average=208.21967749070615, Max=208.53027947358157, Min=208.0643707067619
MINUTE: Average=208.33822817136777, Max=208.45153910889488, Min=208.2035508293726
MINUTE: Average=208.4330914485452, Max=208.5981044715059, Min=208.3209707518658
MINUTE: Average=208.508537173622, Max=208.65897143072024, Min=208.3297020032615
MINUTE: Average=208.4321671402637, Max=208.67702883988866, Min=208.26847775073347
MINUTE: Average=208.48019407860997, Max=208.59091825714117, Min=208.3363706680317
MINUTE: Average=208.58514449151033, Max=208.68104271895913, Min=208.39554061241782
FIFTEEN_MINUTES: Average=218.14499337579005, Max=218.53692580570427, Min=217.77376964084723
FIFTEEN_MINUTES: Average=218.62331518659565, Max=219.2332019177927, Min=217.75062252664404
FIFTEEN_MINUTES: Average=218.75678755597514, Max=219.16365508565764, Min=218.33101131323806
FIFTEEN_MINUTES: Average=218.6214482046514, Max=219.17170505949608, Min=217.87196331639484
FIFTEEN_MINUTES: Average=217.83259483199288, Max=218.52228555646596, Min=217.39559480799437
FIFTEEN_MINUTES: Average=217.4335822988345, Max=218.06332430166876, Min=216.90142487194257
FIFTEEN_MINUTES: Average=217.25333021425124, Max=217.66189710804576, Min=216.80147883029198
FIFTEEN_MINUTES: Average=217.3397848084509, Max=217.8094449596832, Min=216.8141824805286
FIFTEEN_MINUTES: Average=217.46794884965973, Max=218.0759870341102, Min=216.9083848532157
FIFTEEN_MINUTES: Average=217.1537669277681, Max=217.85474854830474, Min=216.64882307998022
FIFTEEN_MINUTES: Average=216.33155344168642, Max=216.8577598169778, Min=215.89731265211134
FIFTEEN_MINUTES: Average=216.18222727130714, Max=217.00159327738976, Min=215.3520399305052
FIFTEEN_MINUTES: Average=216.35163822053306, Max=216.8576070015178, Min=215.5600529986481
FIFTEEN_MINUTES: Average=216.53661746275287, Max=217.02452867638868, Min=216.1929004570188
FIFTEEN_MINUTES: Average=216.0059339788448, Max=216.51231416128172, Min=215.46679784470024
FIFTEEN_MINUTES: Average=216.0606207725524, Max=216.61853005025193, Min=215.2938554089251
FIFTEEN_MINUTES: Average=215.4998824188901, Max=216.10046551900692, Min=214.96701067989898
FIFTEEN_MINUTES: Average=215.9906310368252, Max=216.6272562112097, Min=215.39246071552446
FIFTEEN_MINUTES: Average=215.40701122653653, Max=216.02308506432698, Min=214.90022400153595
FIFTEEN_MINUTES: Average=215.25772681877115, Max=215.69940924535476, Min=214.61607752267355
FIFTEEN_MINUTES: Average=214.29734220868346, Max=214.9110702337183, Min=213.7335437205443
FIFTEEN_MINUTES: Average=213.3786505008556, Max=214.56733560432576, Min=212.38956088941762
FIFTEEN_MINUTES: Average=211.6289738307805, Max=212.56853692192, Min=210.93555562420775
FIFTEEN_MINUTES: Average=210.78193671114195, Max=211.42717781411446, Min=210.06979297068844
FIFTEEN_MINUTES: Average=210.6445739340775, Max=211.1789947493373, Min=210.01043136065817
FIFTEEN_MINUTES: Average=209.49511855643766, Max=210.32201372864662, Min=209.00540384389853
FIFTEEN_MINUTES: Average=210.2583527023383, Max=210.72834738641154, Min=209.6626239824162
FIFTEEN_MINUTES: Average=210.06026436814983, Max=210.65231724592473, Min=209.42024069822762
FIFTEEN_MINUTES: Average=210.35387998189452, Max=210.84234412718456, Min=209.98050879447982
FIFTEEN_MINUTES: Average=211.2650663528797, Max=211.98462301942178, Min=210.5760931825737
FIFTEEN_MINUTES: Average=211.70607135652926, Max=212.25650629187146, Min=211.15224027292805
FIFTEEN_MINUTES: Average=212.56003391412506, Max=212.99429163763838, Min=212.20636021236635
FIFTEEN_MINUTES: Average=212.65393578136047, Max=213.49322148834938, Min=211.9977262377525
FIFTEEN_MINUTES: Average=213.02625330546198, Max=213.56616714692606, Min=212.31427606149575
FIFTEEN_MINUTES: Average=213.21132312932983, Max=213.78006837667044, Min=212.68235793204062
FIFTEEN_MINUTES: Average=214.1841144319063, Max=214.6955933388212, Min=213.49924288805866
FIFTEEN_MINUTES: Average=213.8178874176813, Max=214.2949278906252, Min=213.0529844336178
FIFTEEN_MINUTES: Average=213.78245685446237, Max=214.6720928377924, Min=212.53870998210078
FIFTEEN_MINUTES: Average=213.17723923468859, Max=214.1655407109229, Min=212.04907357275158
FIFTEEN_MINUTES: Average=211.74489183689312, Max=212.635296662615, Min=210.92540220284434
FIFTEEN_MINUTES: Average=211.8443730017477, Max=212.65831779635997, Min=211.16072203237312
FIFTEEN_MINUTES: Average=211.72783860058627, Max=212.22563212642962, Min=211.37466637621466
FIFTEEN_MINUTES: Average=212.36267935495684, Max=212.8992266691369, Min=211.59872855869952
FIFTEEN_MINUTES: Average=213.3721710829177, Max=214.10053005260949, Min=212.53200462409853
FIFTEEN_MINUTES: Average=214.1907596031022, Max=214.98949261782124, Min=213.30276344392703
FIFTEEN_MINUTES: Average=215.2075288927645, Max=215.69652736464283, Min=214.45028190510476
FIFTEEN_MINUTES: Average=214.62728765701783, Max=215.40453332220775, Min=213.9132197626735
FIFTEEN_MINUTES: Average=215.39429869464396, Max=215.98016380804418, Min=214.28409228357384
