
MINUTE: Average=149.19270727174842, Max=149.41531771189176, Min=149.00275191080513
MINUTE: Average=149.3059961242196, Max=149.50502604204232, Min=149.0800908800719
MINUTE: Average=149.0515993168594, Max=149.23433035910756, Min=148.8772472345608
MINUTE: Average=148.83977209891935, Max=148.94771322793108, Min=148.67421877677182
MINUTE: Average=148.97958887849737, Max=149.110957250543, Min=148.8511588217366
MINUTE: Average=149.01502835615474, Max=149.10300745191165, Min=148.8998507984134
MINUTE: Average=149.07079697833143, Max=149.18545542981877, Min=148.96497687233278
MINUTE: Average=149.2347215086389, Max=149.3667709724682, Min=148.9769854582062
MINUTE: Average=149.42619965906326, Max=149.52119539949328, Min=149.3030033727717
MINUTE: Average=149.17822741571, Max=149.5277112349706, Min=148.98335033076722
MINUTE: Average=148.82480553600195, Max=149.13600191984975, Min=148.66274904008822
MINUTE: Average=148.89146563855493, Max=149.00557260971982, Min=148.75046507058346
MINUTE: Average=149.17299210507016, Max=149.3733700645861, Min=148.96454189563138
MINUTE: Average=149.3925685713005, Max=149.48060090030384, Min=149.24086923335034
MINUTE: Average=149.45580931114574, Max=149.57234660811338, Min=149.32662804038836
MINUTE: Average=149.16509215178982, Max=149.37251904258656, Min=148.89585305650112
MINUTE: Average=149.14137850633716, Max=149.34578093226702, Min=148.90934458968735
MINUTE: Average=149.33853909400213, Max=149.43380175467124, Min=149.20423820752464
MINUTE: Average=149.49319751253918, Max=149.67225686211566, Min=149.21569724094735
MINUTE: Average=149.75214240600457, Max=149.8946878550525, Min=149.5661617213338
MINUTE: Average=149.63090606999407, Max=149.7648131310512, Min=149.43829266924664
MINUTE: Average=149.45829810904445, Max=149.54799369471775, Min=149.3756123575507
MINUTE: Average=149.6451161304224, Max=149.8020246407085, Min=149.41319828229857
MINUTE: Average=149.5379014792565, Max=149.70449037298914, Min=149.3706672238401
MINUTE: Average=149.2085378084648, Max=149.45433350088024, Min=148.94087118305018
MINUTE: Average=148.88013125062483, Max=148.99241718733887, Min=148.74784528300626
MINUTE: Average=148.92312838284533, Max=149.05994033133177, Min=148.80111383051653
MINUTE: Average=149.04298240951007, Max=149.30108158027593, Min=148.87815417522506
MINUTE: Average=149.31686706964848, Max=149.50483253169804, Min=149.156876676014
MINUTE: Average=149.5002902579933, Max=149.62287261189175, Min=149.36326467713087
MINUTE: Average=149.3528490486831, Max=149.45492288525415, Min=149.24936287448364
MINUTE: Average=149.4380785540695, Max=149.57880569906507, Min=149.30354663477223
MINUTE: Average=149.65418464002096, Max=149.7884316697494, Min=149.49359108120763
MINUTE: Average=149.7886828115346, Max=149.97437801044057, Min=149.54685326887898
MINUTE: Average=149.49173274232936, Max=149.70406694153482, Min=149.2882184933864
MINUTE: Average=149.68312119074938, Max=149.75133295676088, Min=149.6123492816908
MINUTE: Average=149.42155511668525, Max=149.65162906690034, Min=149.24240067370798
MINUTE: Average=149.3736214297139, Max=149.48546903800812, Min=149.19696546779207
MINUTE: Average=149.5224324064379, Max=149.76128541802188, Min=149.24901014701973
MINUTE: Average=149.90084392874627, Max=150.11575373882388, Min=149.64845130777599
MINUTE: Average=149.851168672572, Max=149.94862199363084, Min=149.71573535428342
MINUTE: Average=149.91481633368582, Max=150.08838037115524, Min=149.67731830768082
MINUTE: Average=149.8850600487663, Max=150.0702164527188, Min=149.7428220190981
MINUTE: Average=150.3809807287453, Max=150.54418204929843, Min=150.07100362695599
MINUTE: Average=150.3073706114059, Max=150.39234840346845, Min=150.204321095273
MINUTE: Average=150.36824779162447, Max=150.49919236375777, Min=150.22010316709094
MINUTE: Average=150.54610681237398, Max=150.67652857927166, Min=150.4197114961592
MINUTE: Average=150.50344629804445, Max=150.6290728733288, Min=150.40172936563664
MINUTE: Average=150.52713750544748, Max=150.71962179807187, Min=150.3440394172536
MINUTE: Average=150.3781968554935, Max=150.52450384222257, Min=150.18550376241785
MINUTE: Average=150.25502150689744, Max=150.40428639220949, Min=150.13049267998036
MINUTE: Average=150.38721563394284, Max=150.52250173319965, Min=150.13744688437995
MINUTE: Average=150.12666166645812, Max=150.3071483703188, Min=149.95208774583608
MINUTE: Average=149.91917971462942, Max=150.0973931387817, Min=149.7773833996808
MINUTE: Average=149.85116177992649, Max=150.03353029431972, Min=149.72278309302237
MINUTE: Average=150.1410130230001, Max=150.23884767352868, Min=149.9875911741806
MINUTE: Average=150.36415725232663, Max=150.54590463810112, Min=150.1890472875501
MINUTE: Average=150.39363345285736, Max=150.52029592588673, Min=150.191899838463
MINUTE: Average=150.2785368043462, Max=150.3893833028564, Min=150.18312420625884
MINUTE: Average=150.27185555700459, Max=150.40744535630367, Min=150.11551512006196
MINUTE: Average=149.92325175997715, Max=150.1314603555509, Min=149.6587720116736
MINUTE: Average=149.80771017199652, Max=149.9350326939309, Min=149.63435873888884
MINUTE: Average=149.84101096342513, Max=149.9458371100552, Min=149.762152703544
MINUTE: Average=149.78268676007016, Max=149.9241345152221, Min=149.64615176920873
MINUTE: Average=149.677740876083, Max=149.8708123214931, Min=149.5067281015603
MINUTE: Average=149.47226106274675, Max=149.583263947612, Min=149.36446811261374
MINUTE: Average=149.61543601521586, Max=149.8962036275644, Min=149.4017946444742
MINUTE: Average=149.6404108355, Max=149.76272897520658, Min=149.51464621674552
MINUTE: Average=149.3575512647839, Max=149.54686901807102, Min=149.11847525894044
MINUTE: Average=149.29732883592968, Max=149.43987617279427, Min=149.17606139024647
MINUTE: Average=149.0352631447224, Max=149.31753039706857, Min=148.77172282412
MINUTE: Average=148.74552458715613, Max=148.93192552248522, Min=148.55958824479913
MINUTE: Average=148.57562250214184, Max=148.8643078857272, Min=148.41614892867668
MINUTE: Average=148.77074668631195, Max=148.9247326246522, Min=148.5620823614856
MINUTE: Average=148.78097396371794, Max=148.9316829946801, Min=148.67400369497113
MINUTE: Average=148.87370884683716, Max=148.98789139467374, Min=148.7882747000905
MINUTE: Average=148.86742819864432, Max=148.94351222806688, Min=148.75984768725175
MINUTE: Average=148.763566734973, Max=148.85865452842037, Min=148.6418459425812
MINUTE: Average=148.6943645148795, Max=148.7740947910494, Min=148.61624850717743
MINUTE: Average=148.75725730359238, Max=148.86943666884872, Min=148.58172843421906
MINUTE: Average=148.68075771673784, Max=148.83808168358783, Min=148.487048205828
MINUTE: Average=148.80927837021642, Max=148.90967093759548, Min=148.691354689156
MINUTE: Average=148.7678977113892, Max=148.87372169850778, Min=148.65529502598827
MINUTE: Average=148.57919839992434, Max=148.85679280291018, Min=148.37226868218806
MINUTE: Average=148.67983229602058, Max=148.81724141863927, Min=148.5482528830872
MINUTE: Average=148.69934237372988, Max=148.85792972521523, Min=148.5640337738347
MINUTE: Average=148.9034903661295, Max=149.03873176914144, Min=148.7813117168876
MINUTE: Average=148.88144882732877, Max=149.02451957136654, Min=148.73719609903986
MINUTE: Average=149.04487607594683, Max=149.1373574674728, Min=148.8860277580858
MINUTE: Average=149.120079256425, Max=149.24885970123856, Min=148.99886148169495
MINUTE: Average=149.2969618499216, Max=149.4056172114568, Min=149.21722300745998
MINUTE: Average=149.2880350362397, Max=149.37522469177102, Min=149.16483229435005
MINUTE: Average=149.17459854375915, Max=149.38952704256192, Min=148.87466171502572
MINUTE: Average=148.80660530504977, Max=148.94326511834518, Min=148.59614981389686
MINUTE: Average=148.4920502446404, Max=148.72904169444527, Min=148.26070362220767
MINUTE: Average=148.24694049541912, Max=148.39997645507833, Min=148.0590436662982
MINUTE: Average=148.27720109791875, Max=148.43036084877133, Min=148.11097312963778
MINUTE: Average=148.18955462706063, Max=148.40274017415777, Min=147.99639594153027
MINUTE: Average=148.0309676306592, Max=148.11972530319997, Min=147.93873554746673
MINUTE: Average=148.11459758979552, Max=148.4411491794665, Min=147.87873190711275
MINUTE: Average=148.59579406787844, Max=148.71703971460371, Min=148.40478512842515
MINUTE: Average=148.52587754100017, Max=148.6098430111556, Min=148.44163246831553
MINUTE: Average=148.546829173904, Max=148.76214680924033, Min=148.402117432114
MINUTE: Average=148.52199706130034, Max=148.75487092177264, Min=148.36816327814253
MINUTE: Average=148.4694927939902, Max=148.65487506129335, Min=148.29148080925728
MINUTE: Average=148.50432409084573, Max=148.619459895036, Min=148.37902899163382
MINUTE: Average=148.49733560367605, Max=148.6915377286983, Min=148.32343761526457
MINUTE: Average=148.64868715250307, Max=148.894730673611, Min=148.46972419354245
MINUTE: Average=148.85436305491194, Max=149.053640020495, Min=148.62862686403534
MINUTE: Average=149.17386634566503, Max=149.3206224763387, Min=148.99837005999956
MINUTE: Average=149.53202517413985, Max=149.74858714346067, Min=149.357327053828
MINUTE: Average=149.8919520139325, Max=150.02107098035248, Min=149.70426755886277
MINUTE: Average=149.80327257073185, Max=149.9610252329489, Min=149.6640854827443
MINUTE: Average=150.08341572319324, Max=150.28472938532786, Min=149.92607049017118
MINUTE: Average=150.30207897256636, Max=150.37244327099523, Min=150.11279566510723
MINUTE: Average=150.04979123414475, Max=150.11705236887667, Min=149.97402763040435
MINUTE: Average=150.07818833015034, Max=150.24636935364757, Min=149.9456168930936
MINUTE: Average=150.36595978666293, Max=150.49816847027586, Min=150.21161464808606
MINUTE: Average=150.25431211533856, Max=150.44156912972258, Min=150.16111908700685
MINUTE: Average=150.23924821308458, Max=150.3280568073841, Min=150.12783753367802
MINUTE: Average=150.1752241516489, Max=150.33397177064083, Min=150.05004131628928
MINUTE: Average=150.2289763409781, Max=150.36723267117367, Min=150.02778584339444
MINUTE: Average=150.30181139654945, Max=150.50611645624159, Min=150.10641030212363
MINUTE: Average=150.29036139286316, Max=150.38345121160037, Min=150.17812009405472
MINUTE: Average=150.3313000903517, Max=150.53353307091453, Min=150.17225923101353
MINUTE: Average=150.30591700538292, Max=150.4409131947956, Min=150.14300543830785
MINUTE: Average=150.46330943226164, Max=150.59467460836814, Min=150.31006964231355
MINUTE: Average=150.25365780402547, Max=150.4883993906946, Min=149.95055811564924
MINUTE: Average=150.0072478792766, Max=150.13895397517805, Min=149.85830640846677
MINUTE: Average=149.99232608833515, Max=150.16189212243734, Min=149.80816888413838
MINUTE: Average=149.993339211079, Max=150.11475105764939, Min=149.84892866459876
MINUTE: Average=149.9056975080891, Max=150.08434232978883, Min=149.72637213568404
MINUTE: Average=150.12106170549805, Max=150.34556974375496, Min=149.8805542307097
MINUTE: Average=150.14175349374057, Max=150.3318287917062, Min=149.9606243366568
MINUTE: Average=150.10620257587232, Max=150.2431860331017, Min=150.002482092448
MINUTE: Average=150.14148608557144, Max=150.29323159013026, Min=149.93893010976242
MINUTE: Average=150.06943117924666, Max=150.1685971516912, Min=149.9763008671909
MINUTE: Average=150.0951747008561, Max=150.20844779144184, Min=149.9527051825609
MINUTE: Average=150.01463042723768, Max=150.087516868461, Min=149.93992477623328
MINUTE: Average=149.7485629917551, Max=149.98276562560036, Min=149.48349295062928
MINUTE: Average=149.58902854196236, Max=149.69263461072026, Min=149.4413872919165
MINUTE: Average=149.82515504445766, Max=150.21073872802725, Min=149.41311675725882
MINUTE: Average=150.16545849694523, Max=150.35400667838775, Min=150.02460276648344
MINUTE: Average=150.2934141373169, Max=150.41588632968214, Min=150.2064352184446
MINUTE: Average=150.33346488394892, Max=150.48012872971097, Min=150.11128200618512
MINUTE: Average=150.08632533064778, Max=150.2781531591663, Min=149.9164657407125
MINUTE: Average=150.14787031044597, Max=150.31797824794316, Min=149.91875767771486
MINUTE: Average=149.89467695450602, Max=150.14198926024045, Min=149.69459927165965
MINUTE: Average=149.60727281787274, Max=149.7226547498924, Min=149.492916256304
MINUTE: Average=149.82741177193537, Max=149.95659879058914, Min=149.63865121214738
MINUTE: Average=149.93282799264964, Max=150.02845141974367, Min=149.80793088098832
MINUTE: Average=149.91276572834894, Max=149.99651168551873, Min=149.83886291732844
MINUTE: Average=149.8988382142164, Max=150.01029833641957, Min=149.79950206981582
MINUTE: Average=150.1164425889497, Max=150.26028702120757, Min=149.91626946911427
MINUTE: Average=150.22622506492706, Max=150.35509332713957, Min=150.09307342274738
MINUTE: Average=150.01329198187017, Max=150.34937842399344, Min=149.79039263394532
MINUTE: Average=149.63498099941347, Max=149.8558067886579, Min=149.31377893873818
MINUTE: Average=149.2444464483152, Max=149.4085384824434, Min=149.1412715020267
MINUTE: Average=149.24576866245198, Max=149.3681968357584, Min=149.11110234473202
MINUTE: Average=149.03658029334142, Max=149.2054735729304, Min=148.90276144568625
MINUTE: Average=149.0040351366, Max=149.1156962355606, Min=148.8018683070714
MINUTE: Average=148.7839285659696, Max=148.90676733162786, Min=148.68061267677933
MINUTE: Average=148.643940975033, Max=148.82869864803914, Min=148.43124387276256
MINUTE: Average=148.33594323048692, Max=148.54917637797618, Min=148.14915587619618
MINUTE: Average=148.13648250861627, Max=148.41436261105136, Min=147.92060957781152
MINUTE: Average=147.8484336877135, Max=148.0004757477343, Min=147.7055170237858
MINUTE: Average=147.87216362752054, Max=148.08728999860324, Min=147.7470104618708
MINUTE: Average=148.07949222192553, Max=148.2734541876387, Min=147.83123220577187
MINUTE: Average=148.13255584709688, Max=148.34147050379158, Min=147.90157511466924
MINUTE: Average=147.6732596321894, Max=147.98166919767985, Min=147.45900202642076
MINUTE: Average=147.51655388526646, Max=147.61026349400606, Min=147.42463973021464
MINUTE: Average=147.69253501259192, Max=147.93650957657502, Min=147.50248689698725
MINUTE: Average=147.5924930940285, Max=147.89343298310786, Min=147.3625026119819
MINUTE: Average=147.37811557909728, Max=147.4614178512449, Min=147.27627984705057
MINUTE: Average=147.4310180960423, Max=147.61741780214834, Min=147.24651601984863
MINUTE: Average=147.08300571594157, Max=147.36140839300145, Min=146.8661336392296
MINUTE: Average=146.9954512705173, Max=147.14255478913262, Min=146.8722378914044
MINUTE: Average=146.85720406287598, Max=147.00910806252875, Min=146.73575670730884
MINUTE: Average=146.7017623975527, Max=146.8410511595211, Min=146.59304419566013
MINUTE: Average=146.79490830924786, Max=147.03201315569373, Min=146.65937729075407
MINUTE: Average=146.82999655010246, Max=147.0238565349261, Min=146.58797502129713
MINUTE: Average=146.683035499623, Max=146.7837141328749, Min=146.5841588677591
MINUTE: Average=146.77743746828082, Max=146.9555087828887, Min=146.61558222318305
MINUTE: Average=146.89084024987142, Max=146.9894116389771, Min=146.75943028726417
MINUTE: Average=147.0253741005997, Max=147.1919987174716, Min=146.832668834419
MINUTE: Average=147.18941777630332, Max=147.31919088790252, Min=147.08148579697252
MINUTE: Average=147.02864692788359, Max=147.16424121365299, Min=146.84371084491357
MINUTE: Average=147.05784916253725, Max=147.1659196761918, Min=146.91469048079963
MINUTE: Average=147.1613995596607, Max=147.32369231930198, Min=146.94255577042713
MINUTE: Average=147.12730096970444, Max=147.40286179614182, Min=146.7875944861771
MINUTE: Average=147.05730685642322, Max=147.33339417459655, Min=146.79476853573425
MINUTE: Average=146.95917544273286, Max=147.19446733005094, Min=146.74032878888144
MINUTE: Average=146.90142991677814, Max=147.07450989662678, Min=146.68536713444692
MINUTE: Average=146.89005091413648, Max=147.0162308774358, Min=146.75967180037895
MINUTE: Average=146.9956320599476, Max=147.1342261481656, Min=146.8317320956429
MINUTE: Average=146.908457103379, Max=147.1460254133481, Min=146.74829998574148
MINUTE: Average=147.07015500795603, Max=147.30311112412707, Min=146.87553777818948
MINUTE: Average=147.24692549136392, Max=147.37820209790675, Min=147.10382172185203
MINUTE: Average=147.3335089795151, Max=147.44472390352476, Min=147.2132098314011
MINUTE: Average=147.42329712770757, Max=147.5409263463459, Min=147.3360284204829
MINUTE: Average=147.61384527974076, Max=147.74531810484908, Min=147.49385996838788
MINUTE: Average=147.54567920858884, Max=147.79937547665824, Min=147.3360565596512
MINUTE: Average=147.36170102963797, Max=147.4590839404367, Min=147.26122757574643
MINUTE: Average=147.3622864409308, Max=147.45327504360355, Min=147.28382078868458
MINUTE: Average=147.22592553091263, Max=147.42078487553704, Min=147.0267660885764
MINUTE: Average=147.07771976356042, Max=147.27116407238702, Min=146.89854818523557
MINUTE: Average=147.19795308234478, Max=147.32466340208904, Min=147.03779299143878
MINUTE: Average=147.31328491722243, Max=147.4289080777606, Min=147.23412238876654
MINUTE: Average=147.50112407077134, Max=147.73912534876467, Min=147.25752215917876
MINUTE: Average=147.54757357083534, Max=147.7057207507934, Min=147.40447017775867
MINUTE: Average=147.4405165827269, Max=147.64442441061925, Min=147.29754387020193
MINUTE: Average=147.50040363367233, Max=147.6384359280243, Min=147.39347942876142
MINUTE: Average=147.54713421657829, Max=147.69735719369228, Min=147.37347051332281
MINUTE: Average=147.62747606887544, Max=147.71332393647876, Min=147.537796301989
MINUTE: Average=147.62855512062598, Max=147.72542395752384, Min=147.4851273171952
MINUTE: Average=147.69408331893072, Max=147.77946762742343, Min=147.61938634583072
MINUTE: Average=147.9020081551782, Max=148.0345571590463, Min=147.5992136338123
MINUTE: Average=147.76317219316803, Max=147.95859606883195, Min=147.6413825961997
MINUTE: Average=147.56321365512852, Max=147.75256149214428, Min=147.31368439295252
MINUTE: Average=147.29106743497564, Max=147.40495614570293, Min=147.1777656955444
MINUTE: Average=147.39709729118582, Max=147.60434692832095, Min=147.19658660003452
MINUTE: Average=147.15989647684228, Max=147.29710119646117, Min=147.0208959885666
MINUTE: Average=147.11746714600582, Max=147.18733938606127, Min=147.03025365353878
MINUTE: Average=147.2353547834723, Max=147.34187883350884, Min=147.1122557556995
MINUTE: Average=147.30105674062412, Max=147.40066885383854, Min=147.22069391603054
MINUTE: Average=147.29880169682778, Max=147.49851534857402, Min=147.15311697437753
MINUTE: Average=147.4790069216051, Max=147.6330296544875, Min=147.38260097392754
MINUTE: Average=147.53837465256748, Max=147.62887913497488, Min=147.44356200660704
MINUTE: Average=147.34798300402022, Max=147.48588635418156, Min=147.146572294871
MINUTE: Average=147.3887369909097, Max=147.50486515176146, Min=147.28105997628873
MINUTE: Average=147.1858783344772, Max=147.4304316628645, Min=146.8737008077275
MINUTE: Average=146.7872672965574, Max=146.87675728940536, Min=146.68991586726818
MINUTE: Average=146.79706269043328, Max=146.93938521282016, Min=146.71722323404444
MINUTE: Average=146.8260041539638, Max=146.9995394022808, Min=146.6963006195025
MINUTE: Average=146.83766756480142, Max=146.92358476005683, Min=146.75287973899012
MINUTE: Average=146.76416215887193, Max=146.99180322682153, Min=146.5538962813264
MINUTE: Average=146.94097057919396, Max=147.08684777020056, Min=146.82437093129687
MINUTE: Average=146.9822703430859, Max=147.1909757667468, Min=146.82122234925052
MINUTE: Average=147.3868559312876, Max=147.50065896517015, Min=147.23721474747973
MINUTE: Average=147.33559880824043, Max=147.44324181641642, Min=147.22290674108632
MINUTE: Average=147.14895453614056, Max=147.2492515311426, Min=146.9966929745289
MINUTE: Average=147.0605201808989, Max=147.19385535841633, Min=146.97734076331017
MINUTE: Average=147.3169025611389, Max=147.48563655131608, Min=147.12790005487432
MINUTE: Average=147.52963870266848, Max=147.71400296674702, Min=147.38454847200828
MINUTE: Average=147.59287299729274, Max=147.7382904313452, Min=147.36586151329843
MINUTE: Average=147.57614070885353, Max=147.81227914723692, Min=147.3685883756683
MINUTE: Average=147.8792210757183, Max=148.00527842156038, Min=147.7794246970453
MINUTE: Average=147.695663674506, Max=147.89926657555228, Min=147.49512551898582
MINUTE: Average=147.5493290200565, Max=147.69861990896138, Min=147.45421956697058
MINUTE: Average=147.6982701405476, Max=147.82180048366135, Min=147.59898722392134
MINUTE: Average=147.69285621077046, Max=147.83463921909234, Min=147.52370461480365
MINUTE: Average=147.60523280310193, Max=147.77445386611362, Min=147.45543390141356
MINUTE: Average=147.76857175472298, Max=147.87121273884506, Min=147.68262374387112
MINUTE: Average=147.66978870962856, Max=147.86006060929756, Min=147.4960980869802
MINUTE: Average=147.5850459150742, Max=147.72033931951563, Min=147.4131260113315
MINUTE: Average=147.62935966814374, Max=147.8400127033532, Min=147.4766403256368
MINUTE: Average=147.71193536573762, Max=147.82268375274978, Min=147.55648455539898
MINUTE: Average=147.72799833588658, Max=147.94037754689538, Min=147.56457750695503
MINUTE: Average=147.7230894500088, Max=147.89655486658134, Min=147.59632437201867
MINUTE: Average=147.85307246209877, Max=147.949343174683, Min=147.58345886417382
MINUTE: Average=147.86355877895414, Max=147.99588551458243, Min=147.7422457277222
MINUTE: Average=147.94670307333593, Max=148.07211611980136, Min=147.84964025927897
MINUTE: Average=147.88475127587446, Max=147.98148934371235, Min=147.7855537763851
MINUTE: Average=147.5929653122088, Max=147.80602464092425, Min=147.34574040574853
MINUTE: Average=147.61659845982874, Max=147.81201600539097, Min=147.39006961814553
MINUTE: Average=147.5532233636156, Max=147.75577459068765, Min=147.40558944301245
MINUTE: Average=147.67534072337142, Max=147.81178422828629, Min=147.5569943911538
MINUTE: Average=147.79865055374873, Max=147.98736631968146, Min=147.56319840491304
MINUTE: Average=148.09471696922918, Max=148.34131614869221, Min=147.8321508129907
MINUTE: Average=148.43807080197493, Max=148.61120437744472, Min=148.2357046038432
MINUTE: Average=148.76354904446038, Max=148.885029010958, Min=148.48776057828118
MINUTE: Average=148.78101218468504, Max=148.8841788103067, Min=148.67402296157127
MINUTE: Average=148.83309406508266, Max=148.98025596825264, Min=148.6121940221555
FIFTEEN_MINUTES: Average=148.38404957281398, Max=148.93026459457417, Min=147.86103656239388
FIFTEEN_MINUTES: Average=148.72538567329187, Max=149.35239756644367, Min=148.21146248244392
FIFTEEN_MINUTES: Average=148.85840108028933, Max=149.70523867711194, Min=148.03814316093127
FIFTEEN_MINUTES: Average=148.5178229321586, Max=149.19691276023985, Min=147.90995660638956
FIFTEEN_MINUTES: Average=148.74211770009754, Max=149.3362820054608, Min=148.03689786293646
FIFTEEN_MINUTES: Average=148.38224673425916, Max=148.91245765952456, Min=147.9784178653525
FIFTEEN_MINUTES: Average=148.40679300409872, Max=149.21840519661828, Min=147.68837830046087
FIFTEEN_MINUTES: Average=148.1325507695731, Max=148.97863235483868, Min=147.23850630809486
FIFTEEN_MINUTES: Average=148.00735007317195, Max=148.96549719339924, Min=147.18666044871364
FIFTEEN_MINUTES: Average=147.3338874015156, Max=148.23181499654459, Min=146.37677487742107
FIFTEEN_MINUTES: Average=146.7224396662379, Max=147.41375807042363, Min=145.8923352946613
FIFTEEN_MINUTES: Average=146.28546849189013, Max=146.61673427791752, Min=145.9215110200797
FIFTEEN_MINUTES: Average=145.71637746433265, Max=146.42057229190908, Min=145.0355402596196
FIFTEEN_MINUTES: Average=145.87028508876807, Max=146.57753814701306, Min=145.3300416546526
FIFTEEN_MINUTES: Average=145.6402813460831, Max=146.54032843043788, Min=144.79495372001475
FIFTEEN_MINUTES: Average=145.77192667455697, Max=146.6332579816627, Min=144.76561756601373
FIFTEEN_MINUTES: Average=145.55181361253372, Max=146.50288125806753, Min=144.7904017382691
FIFTEEN_MINUTES: Average=145.34135415262637, Max=145.91112169928428, Min=144.5935444002729
FIFTEEN_MINUTES: Average=145.32798034795584, Max=145.85222397257556, Min=144.61327452321623
FIFTEEN_MINUTES: Average=145.7583635390952, Max=146.21313193425232, Min=145.18830569039793
FIFTEEN_MINUTES: Average=145.41155050337923, Max=145.82589171063267, Min=145.05241701949552
FIFTEEN_MINUTES: Average=145.51418724019393, Max=146.30463738671554, Min=144.93377035249603
FIFTEEN_MINUTES: Average=146.34715898542396, Max=146.93978938100818, Min=145.79271686955013
FIFTEEN_MINUTES: Average=146.88998887817795, Max=147.3674426789349, Min=146.2712802030003
FIFTEEN_MINUTES: Average=146.51583660011485, Max=147.1505276200084, Min=145.99786946819242
FIFTEEN_MINUTES: Average=146.57365775464132, Max=146.99936904992785, Min=146.0744790270719
FIFTEEN_MINUTES: Average=147.47072282733407, Max=148.2245395914272, Min=146.68650591886959
FIFTEEN_MINUTES: Average=146.7509623632171, Max=147.68129420466292, Min=146.1728864677527
FIFTEEN_MINUTES: Average=147.51154115616308, Max=148.40318156506055, Min=146.64537149441577
FIFTEEN_MINUTES: Average=146.75954303942643, Max=148.11528606119853, Min=145.680750082624
FIFTEEN_MINUTES: Average=145.26524147408537, Max=145.7754212460173, Min=144.74772471697236
FIFTEEN_MINUTES: Average=144.98655116229833, Max=145.53608227481178, Min=144.4599618807124
FIFTEEN_MINUTES: Average=145.69524463388987, Max=146.38130897301792, Min=145.10693393200748
FIFTEEN_MINUTES: Average=146.47340449760065, Max=147.00311500139304, Min=146.05151545808476
FIFTEEN_MINUTES: Average=148.20848022205612, Max=148.9141408438453, Min=146.58086848603773
FIFTEEN_MINUTES: Average=148.94035688205835, Max=149.55570651443784, Min=148.25459482349873
FIFTEEN_MINUTES: Average=149.66692295790233, Max=150.20177682650467, Min=148.99508749579385
FIFTEEN_MINUTES: Average=150.13692810089296, Max=150.54601987997816, Min=149.6693396983174
FIFTEEN_MINUTES: Average=149.28965067239307, Max=150.40843986524632, Min=148.42870133698779
FIFTEEN_MINUTES: Average=148.92395297290986, Max=149.50932839120512, Min=148.320495963007
FIFTEEN_MINUTES: Average=148.34738831382342, Max=148.99880675461648, Min=147.87168772467493
FIFTEEN_MINUTES: Average=149.1643988946665, Max=149.82310581582465, Min=148.2511738035598
FIFTEEN_MINUTES: Average=148.95034345340144, Max=149.55602768391384, Min=148.26516006005403
FIFTEEN_MINUTES: Average=149.06324571346622, Max=149.643127612335, Min=148.48256304476683
FIFTEEN_MINUTES: Average=147.8867051629614, Max=148.8023528675448, Min=146.91964559943864
FIFTEEN_MINUTES: Average=147.62655978249913, Max=148.47386033564885, Min=146.9607877164713
FIFTEEN_MINUTES: Average=148.98905915548514, Max=149.6862763051679, Min=148.10498680191387
FIFTEEN_MINUTES: Average=149.04713169964913, Max=149.46232326095995, Min=148.4642452155252
