
MINUTE: Average=256.77460330765985, Max=256.8474194407526, Min=256.667212065486
MINUTE: Average=257.0504585542476, Max=257.25332921125096, Min=256.91480179146083
MINUTE: Average=257.4777086588203, Max=257.6176637541576, Min=257.2825282680425
MINUTE: Average=257.8476751987578, Max=258.0134012408405, Min=257.60940583478254
MINUTE: Average=258.26762860023484, Max=258.51238840150074, Min=258.0350423446758
MINUTE: Average=258.38372176658356, Max=258.5543337523635, Min=258.1502320757376
MINUTE: Average=258.23616560942753, Max=258.3749298662465, Min=258.09796244725317
MINUTE: Average=258.186340178673, Max=258.27779211319717, Min=258.0816799825154
MINUTE: Average=258.17896707375945, Max=258.33039265674023, Min=258.0427027234422
MINUTE: Average=258.2056928015238, Max=258.31756968160374, Min=258.09622873093537
MINUTE: Average=258.0773069318366, Max=258.2780711778713, Min=257.8807286311292
MINUTE: Average=258.0745582230903, Max=258.2211756016431, Min=257.8955464938602
MINUTE: Average=257.77482788706556, Max=257.93546684389855, Min=257.552461085119
MINUTE: Average=257.41882140604724, Max=257.663516238193, Min=257.2085219206711
MINUTE: Average=257.13994750645514, Max=257.2915714341715, Min=257.0104957851752
MINUTE: Average=257.0994891574896, Max=257.24880628797604, Min=256.96112791979925
MINUTE: Average=256.97734909361196, Max=257.1227879439817, Min=256.8680017738763
MINUTE: Average=256.91520957539853, Max=257.08084342822127, Min=256.7852680796456
MINUTE: Average=256.7920890647066, Max=257.0433203345835, Min=256.5477501168603
MINUTE: Average=256.8422297608466, Max=257.1202623539703, Min=256.4902232252495
MINUTE: Average=257.1144875016387, Max=257.28694543236844, Min=256.9123195355846
MINUTE: Average=257.2056793384213, Max=257.3489476489749, Min=257.0246790215984
MINUTE: Average=257.2585122368499, Max=257.36871536650153, Min=257.1470519182104
MINUTE: Average=257.2025954138582, Max=257.3823011044166, Min=257.0134155646813
MINUTE: Average=257.5075170738352, Max=257.73126545536786, Min=257.28064876171686
MINUTE: Average=257.3584358067379, Max=257.59973043727615, Min=257.1883505324644
MINUTE: Average=257.28151925830514, Max=257.44358669236755, Min=257.138558175576
MINUTE: Average=257.2763655688075, Max=257.48405417129794, Min=257.0795416787398
MINUTE: Average=257.42893584775567, Max=257.6207212747084, Min=257.32499155199525
MINUTE: Average=257.73797673751443, Max=257.8177339308138, Min=257.65726984816115
MINUTE: Average=257.6384825948074, Max=257.7804361336822, Min=257.45547877301726
MINUTE: Average=257.5019647162789, Max=257.664173016476, Min=257.40086132080665
MINUTE: Average=257.3099837276985, Max=257.573033390734, Min=257.07778430515344
MINUTE: Average=256.97816964818475, Max=257.15294831117654, Min=256.8076021030028
MINUTE: Average=257.2382639296127, Max=257.345178614643, Min=257.07233636879903
MINUTE: Average=257.33661106957305, Max=257.4568809613463, Min=257.25489038349417
MINUTE: Average=257.3629017155175, Max=257.5082292302843, Min=257.24908992925265
MINUTE: Average=257.4595787206964, Max=257.6636480455461, Min=257.29149740444086
MINUTE: Average=257.7482518739375, Max=257.96321824729677, Min=257.5964832810369
MINUTE: Average=257.8236590092925, Max=257.95573219156427, Min=257.6154288020014
MINUTE: Average=257.69328875608284, Max=257.95582322567645, Min=257.51409962611876
MINUTE: Average=257.5445954497121, Max=257.65952879134426, Min=257.44608093102323
MINUTE: Average=257.3850428526476, Max=257.48547979240266, Min=257.2885900731745
MINUTE: Average=257.2748370913319, Max=257.48593716841594, Min=257.11670770608407
MINUTE: Average=257.5107604777537, Max=257.778548067571, Min=257.3140319946666
MINUTE: Average=257.69329953745154, Max=257.8078250770831, Min=257.4614421660126
MINUTE: Average=257.4885051623533, Max=257.62903129278, Min=257.4136825631873
MINUTE: Average=257.43809160917897, Max=257.6011161350185, Min=257.1173273940778
MINUTE: Average=257.0716289187104, Max=257.2923992597867, Min=256.8140047509571
MINUTE: Average=256.85106247936153, Max=257.0302200690866, Min=256.7474130732137
MINUTE: Average=257.10497660712656, Max=257.2442530166635, Min=256.9989185705897
MINUTE: Average=257.44135125280343, Max=257.5951634343968, Min=257.20711892188535
MINUTE: Average=257.4476607097352, Max=257.5178640595864, Min=257.3580408084459
MINUTE: Average=257.23248168591687, Max=257.51258844824395, Min=257.00333474310696
MINUTE: Average=257.28417877281595, Max=257.42765044480194, Min=257.13963057847053
MINUTE: Average=256.99115878740196, Max=257.214908140851, Min=256.80948750624054
MINUTE: Average=256.75789583544037, Max=256.98280297832895, Min=256.58098070116904
MINUTE: Average=256.4973392506009, Max=256.7683498674912, Min=256.29331375557393
MINUTE: Average=256.4707695945509, Max=256.7012796388881, Min=256.26395242528844
MINUTE: Average=256.60378535366164, Max=256.707998699077, Min=256.4996704818145
MINUTE: Average=256.4692201755268, Max=256.6916378801694, Min=256.2265977323402
MINUTE: Average=256.46438898599166, Max=256.65974449412704, Min=256.22398583722276
MINUTE: Average=256.35819752513385, Max=256.6253271482301, Min=256.1255586377142
MINUTE: Average=256.1650548538594, Max=256.3112375503138, Min=255.99748116719394
MINUTE: Average=256.2510581849197, Max=256.4923075640266, Min=256.1250373361221
MINUTE: Average=256.5738216836572, Max=256.68992413202216, Min=256.458740020522
MINUTE: Average=256.5798148016367, Max=256.6939570713582, Min=256.4368015344196
MINUTE: Average=256.5554329709679, Max=256.8129883352788, Min=256.3160672268215
MINUTE: Average=256.77017469145096, Max=256.86446920754645, Min=256.6295603042103
MINUTE: Average=256.7487897024927, Max=256.83742011179993, Min=256.61967537380184
MINUTE: Average=256.6217777268041, Max=256.7768709285865, Min=256.52126084759186
MINUTE: Average=256.4783705223634, Max=256.59155157392905, Min=256.3249365411078
MINUTE: Average=256.3231397956077, Max=256.482639027803, Min=256.1624376991057
MINUTE: Average=256.4379170579437, Max=256.59815506216484, Min=256.28006025567277
MINUTE: Average=256.4855229453503, Max=256.565363228273, Min=256.3683987080815
MINUTE: Average=256.43982692648893, Max=256.60048403436167, Min=256.3151285694376
MINUTE: Average=256.3288102915964, Max=256.43753474940314, Min=256.15696122820594
MINUTE: Average=256.2801487736733, Max=256.5205750708745, Min=256.13517611151514
MINUTE: Average=256.49279236376697, Max=256.62488156406624, Min=256.3712604750251
MINUTE: Average=256.57441163101583, Max=256.6703476852292, Min=256.48284139634836
MINUTE: Average=256.288056969704, Max=256.56834962069286, Min=255.99712356099556
MINUTE: Average=256.43428480120434, Max=256.6465526677374, Min=256.1066599890763
MINUTE: Average=256.64512796417597, Max=256.73246338340977, Min=256.5617115614055
MINUTE: Average=256.53107438184986, Max=256.6739001741947, Min=256.3663697969681
MINUTE: Average=256.4614730996895, Max=256.5727623903664, Min=256.37279569375613
MINUTE: Average=256.3131628447402, Max=256.46865455077705, Min=256.1369866564752
MINUTE: Average=256.38078718020836, Max=256.5329450044551, Min=256.26470532741894
MINUTE: Average=256.5876721940696, Max=256.72580366995237, Min=256.38779583318916
MINUTE: Average=256.53317032993084, Max=256.73260661114944, Min=256.3556697383175
MINUTE: Average=256.86725027643985, Max=257.1026798605194, Min=256.62669948101933
MINUTE: Average=257.08217263896483, Max=257.2485990078966, Min=256.8591831417333
MINUTE: Average=256.8016356234829, Max=256.90966514213636, Min=256.6408484133137
MINUTE: Average=256.5319325817208, Max=256.67025641364074, Min=256.3918152411571
MINUTE: Average=256.3078438033326, Max=256.5136139315262, Min=256.0406527566052
MINUTE: Average=255.87726291423346, Max=256.0858050190713, Min=255.70468607818302
MINUTE: Average=255.592812625504, Max=255.77904251534116, Min=255.47288367924682
MINUTE: Average=255.532776015725, Max=255.65696927099668, Min=255.44408217007253
MINUTE: Average=255.3787321602527, Max=255.47462047569735, Min=255.24377522439423
MINUTE: Average=255.42364698914864, Max=255.55011996245605, Min=255.25314363740682
MINUTE: Average=255.26093773843715, Max=255.47167629145292, Min=255.09635693145796
MINUTE: Average=255.50420758026314, Max=255.6641810487497, Min=255.33988333249988
MINUTE: Average=255.57707588263835, Max=255.73387582415094, Min=255.42747370645532
MINUTE: Average=255.71611114373636, Max=256.0212342211664, Min=255.4860563880886
MINUTE: Average=256.03959895448565, Max=256.16989784454876, Min=255.92614117954608
MINUTE: Average=256.0897162918451, Max=256.26135740287054, Min=255.89749796567975
MINUTE: Average=255.99678371203728, Max=256.08082472562126, Min=255.85346251382293
MINUTE: Average=256.07520575903425, Max=256.16941897983975, Min=255.97652106727483
MINUTE: Average=256.2683955914341, Max=256.38267551412525, Min=256.1080125074103
MINUTE: Average=256.31013649529683, Max=256.41042964819655, Min=256.2446407372883
MINUTE: Average=256.41651954211926, Max=256.59509249242245, Min=256.3029284061091
MINUTE: Average=256.1882036993909, Max=256.4246153862135, Min=255.9449562463961
MINUTE: Average=255.94136903483465, Max=256.06991730661093, Min=255.7438224256536
MINUTE: Average=255.70436880891563, Max=255.8607195392503, Min=255.52756908103794
MINUTE: Average=255.41021234978493, Max=255.63365577686943, Min=255.27264079721115
MINUTE: Average=255.07534031081116, Max=255.30820130899414, Min=254.9219627172825
MINUTE: Average=255.0240465642439, Max=255.12594410655967, Min=254.93802886250037
MINUTE: Average=255.055933442819, Max=255.18232607031945, Min=254.94156861086438
MINUTE: Average=254.80765326146553, Max=254.9642582570933, Min=254.6860637318837
MINUTE: Average=255.02567401216933, Max=255.21218909029292, Min=254.84378303533248
MINUTE: Average=255.16291138654964, Max=255.28287306177748, Min=255.0459527850909
MINUTE: Average=254.9556665606621, Max=255.19892498911238, Min=254.66773999819608
MINUTE: Average=254.70321209402695, Max=254.92412033380347, Min=254.4847988594184
MINUTE: Average=254.4938981306223, Max=254.63240223317106, Min=254.3384250834438
MINUTE: Average=254.40125919171481, Max=254.60067384523714, Min=254.19384031177458
MINUTE: Average=254.01692105465344, Max=254.18226603625172, Min=253.78946244671496
MINUTE: Average=253.80346135715817, Max=253.97147757257, Min=253.65773867790614
MINUTE: Average=253.49512796233782, Max=253.6802676899474, Min=253.3400055718526
MINUTE: Average=253.46120826566897, Max=253.57473619944238, Min=253.30214516225064
MINUTE: Average=253.35058775550155, Max=253.52574844670863, Min=253.2482033656342
MINUTE: Average=253.0772097491743, Max=253.34104705405463, Min=252.85640440720255
MINUTE: Average=252.875968475084, Max=253.02012877896806, Min=252.68764260358955
MINUTE: Average=252.7342134861127, Max=252.82538870009506, Min=252.62850611915124
MINUTE: Average=252.55178096118678, Max=252.6757487093622, Min=252.41953240743516
MINUTE: Average=252.4647081823785, Max=252.61951581601946, Min=252.33574485211932
MINUTE: Average=252.3707393961312, Max=252.52080847693037, Min=252.22229342446306
MINUTE: Average=252.17278280226003, Max=252.40239944278773, Min=251.95541316724888
MINUTE: Average=252.14202157629376, Max=252.31542016271217, Min=251.89278916748506
MINUTE: Average=252.1391462215997, Max=252.3003177367971, Min=251.87475166841693
MINUTE: Average=252.08389013494389, Max=252.20077516229782, Min=251.95308137708187
MINUTE: Average=251.99277651784982, Max=252.10821215433222, Min=251.83612436880838
MINUTE: Average=251.98341125785825, Max=252.13216963442193, Min=251.84812364278065
MINUTE: Average=251.77414833838324, Max=251.90057205908266, Min=251.63822115069144
MINUTE: Average=251.85905330765232, Max=252.10407980142432, Min=251.63835007044187
MINUTE: Average=251.80562539659326, Max=251.95504224271588, Min=251.6094760442848
MINUTE: Average=251.43024519439248, Max=251.70146387355862, Min=251.1921367123055
MINUTE: Average=251.22841199199786, Max=251.32740277073333, Min=251.0979920215767
MINUTE: Average=250.98092459595696, Max=251.1447629640647, Min=250.80866236672722
MINUTE: Average=250.70677387733485, Max=250.9570999221733, Min=250.57478246981077
MINUTE: Average=250.6526771423969, Max=250.87140858761487, Min=250.47367865380818
MINUTE: Average=250.89922510533833, Max=251.0677298312478, Min=250.62102944058597
MINUTE: Average=250.74340833038525, Max=250.91153582827707, Min=250.61792974947477
MINUTE: Average=250.7489139592652, Max=250.86014291609382, Min=250.6566494151665
MINUTE: Average=250.6760561077877, Max=250.826594261743, Min=250.4662254192494
MINUTE: Average=250.6826006680815, Max=250.86905742856536, Min=250.48326090543557
MINUTE: Average=250.79970895898683, Max=250.9109859927457, Min=250.69085899281805
MINUTE: Average=250.65810935645885, Max=250.77401564552568, Min=250.5227742063055
MINUTE: Average=250.53456680166406, Max=250.68746320591055, Min=250.41912095221144
MINUTE: Average=250.6238699534105, Max=250.73013366503056, Min=250.48844941740992
MINUTE: Average=250.77575666887256, Max=250.89583140931296, Min=250.62905206825232
MINUTE: Average=250.8982107806477, Max=250.96587550275885, Min=250.8159025534781
MINUTE: Average=250.71993716463507, Max=250.94481973290783, Min=250.50434254797366
MINUTE: Average=250.6745489172802, Max=250.79137486412915, Min=250.51097882866986
MINUTE: Average=250.4822906081524, Max=250.63117697586907, Min=250.30918394030627
MINUTE: Average=250.2985046680022, Max=250.4344599582761, Min=250.16808564767982
MINUTE: Average=250.28813823557704, Max=250.4789521850159, Min=250.14927099848524
MINUTE: Average=250.05098048434553, Max=250.18651300598685, Min=249.92095851399972
MINUTE: Average=249.8620619188188, Max=250.04274845148626, Min=249.67286732099697
MINUTE: Average=249.84134151959276, Max=249.98790798917014, Min=249.6531965425076
MINUTE: Average=249.84590628601052, Max=250.1155626932475, Min=249.54678866474222
MINUTE: Average=250.18547958230246, Max=250.32148169818674, Min=250.07415234471415
MINUTE: Average=250.15120616573554, Max=250.38348479153706, Min=249.99260728213554
MINUTE: Average=250.04037089268317, Max=250.26953872660567, Min=249.86773437770668
MINUTE: Average=249.83592899575498, Max=250.03068966896393, Min=249.67297814879464
MINUTE: Average=250.07155175177982, Max=250.18981700985321, Min=249.87209868524346
MINUTE: Average=250.3055560916787, Max=250.4933206163994, Min=250.05286065351152
MINUTE: Average=250.28989347127015, Max=250.38268483385838, Min=250.1405872960967
MINUTE: Average=250.20085422486756, Max=250.30342699917713, Min=250.08449799792558
MINUTE: Average=250.25292549971226, Max=250.40742535479407, Min=250.0750367453948
MINUTE: Average=250.26538046564824, Max=250.39161461057301, Min=250.085450241962
MINUTE: Average=249.9590852369593, Max=250.15446338346018, Min=249.78355982361288
MINUTE: Average=249.90143232479792, Max=250.00830159810647, Min=249.74423809528196
MINUTE: Average=250.04044391784353, Max=250.1552170064663, Min=249.93230489413162
MINUTE: Average=249.92661460925328, Max=250.0499304070567, Min=249.75816402596104
MINUTE: Average=249.99030638650206, Max=250.09312413619972, Min=249.85605684155678
MINUTE: Average=249.86218206049747, Max=249.9710007677616, Min=249.7618088496925
MINUTE: Average=249.75452364049553, Max=249.83850653120726, Min=249.62577169405193
MINUTE: Average=249.68611062069306, Max=249.82114172052647, Min=249.56943247125707
MINUTE: Average=249.90249461261507, Max=249.96282610816255, Min=249.81072172137732
MINUTE: Average=250.11904749820926, Max=250.25882651397043, Min=249.87248636549577
MINUTE: Average=250.1273612168221, Max=250.28568617504516, Min=249.96772733999956
MINUTE: Average=250.1034599226052, Max=250.3320934177711, Min=249.90773821366818
MINUTE: Average=249.98266829896627, Max=250.15650789970218, Min=249.79112022886693
MINUTE: Average=249.93569870508702, Max=250.02270611883915, Min=249.81968846127367
MINUTE: Average=250.05537741587725, Max=250.13008763982057, Min=249.97486304776714
MINUTE: Average=249.9452577414545, Max=250.10481134710696, Min=249.74997953982665
MINUTE: Average=250.01891798303615, Max=250.20311854353503, Min=249.84929221448076
MINUTE: Average=250.18741472845838, Max=250.26685808813716, Min=250.09606586450954
MINUTE: Average=250.18122599493836, Max=250.35700156825158, Min=250.06986802707664
MINUTE: Average=250.33275932359328, Max=250.43256459729326, Min=250.2364882002932
MINUTE: Average=250.28518589144727, Max=250.38366476825053, Min=250.16949547484697
MINUTE: Average=250.24239809028342, Max=250.3979684880306, Min=250.11900651657703
MINUTE: Average=250.27277030086006, Max=250.3876913839156, Min=250.18801083518943
MINUTE: Average=250.29392938778875, Max=250.38027979397688, Min=250.199946069145
MINUTE: Average=250.22503641797803, Max=250.31891374471965, Min=250.08896686506975
MINUTE: Average=250.22521283163772, Max=250.30676791372628, Min=250.10303353221187
MINUTE: Average=250.35986077788687, Max=250.46523053857118, Min=250.2138416090266
MINUTE: Average=250.41210349768522, Max=250.59290445315912, Min=250.25834890965527
MINUTE: Average=250.2492919996843, Max=250.35300575142878, Min=250.13964263101894
MINUTE: Average=250.34383988583247, Max=250.48337954140993, Min=250.2096848420411
MINUTE: Average=250.16135685195502, Max=250.33678402834056, Min=250.01775041736428
MINUTE: Average=250.15970696123787, Max=250.2678111370461, Min=250.04698330287886
MINUTE: Average=250.1382308565081, Max=250.27456713788666, Min=250.05136082534352
MINUTE: Average=250.0420225097806, Max=250.17728918658082, Min=249.86949988774157
MINUTE: Average=250.19961283419175, Max=250.31084452813093, Min=250.07384294760146
MINUTE: Average=250.36046453780688, Max=250.5989970092674, Min=250.11028036906174
MINUTE: Average=250.77442819904812, Max=250.96617363200264, Min=250.5439045408655
MINUTE: Average=251.05736838826385, Max=251.24502071540007, Min=250.83182684738034
MINUTE: Average=251.20077117238503, Max=251.45374817199624, Min=250.9922214554553
MINUTE: Average=251.15712703020037, Max=251.4549177293397, Min=250.94673280485682
MINUTE: Average=250.9990138515818, Max=251.11529561169985, Min=250.88994273296882
MINUTE: Average=250.83379329809273, Max=250.97725848437244, Min=250.7059303377515
MINUTE: Average=250.93478180336913, Max=251.12028644228067, Min=250.74562813454517
MINUTE: Average=250.95918482110608, Max=251.08968021524095, Min=250.83736414091635
MINUTE: Average=250.9763719447596, Max=251.09699168449296, Min=250.84747929119834
MINUTE: Average=250.561344242566, Max=250.82694651738618, Min=250.29195986587987
MINUTE: Average=250.35313934928848, Max=250.56750739059802, Min=250.16517850499844
MINUTE: Average=250.6060803032066, Max=250.78497427843078, Min=250.4593269888066
MINUTE: Average=250.73474506510462, Max=250.88003882577473, Min=250.59172236458227
MINUTE: Average=250.7598369527454, Max=251.00143435077766, Min=250.56835223052659
MINUTE: Average=250.96323598150573, Max=251.21964494855516, Min=250.826005269203
MINUTE: Average=251.2655655331849, Max=251.44155277620442, Min=251.05649557630454
MINUTE: Average=251.2343415556503, Max=251.40052743115106, Min=251.09182096550083
MINUTE: Average=250.96905473405914, Max=251.15107241004714, Min=250.76715498932907
MINUTE: Average=250.83512405676635, Max=250.9901805205832, Min=250.71135681817947
MINUTE: Average=250.63500141571825, Max=250.78555850089978, Min=250.54246212819842
MINUTE: Average=250.95943707080102, Max=251.1586179830596, Min=250.8115196684669
MINUTE: Average=251.20208010974747, Max=251.4076955130586, Min=250.92327973359005
MINUTE: Average=251.18994029918562, Max=251.29154511149736, Min=251.0947975870918
MINUTE: Average=251.2733770187934, Max=251.45189314789698, Min=251.12520529551256
MINUTE: Average=251.19219215948698, Max=251.27521176801176, Min=251.07725098380962
MINUTE: Average=251.2140757193519, Max=251.39425581455615, Min=251.07379099508154
MINUTE: Average=251.37239642809763, Max=251.48253673210095, Min=251.2897668951704
MINUTE: Average=251.32604065022477, Max=251.46850624635715, Min=251.23832958757927
MINUTE: Average=251.32387608996234, Max=251.4565105180413, Min=251.22484628391905
MINUTE: Average=251.4300412424727, Max=251.5683446686781, Min=251.22663730263267
MINUTE: Average=251.6013528391024, Max=251.70408097486265, Min=251.481645748606
MINUTE: Average=251.47612582238833, Max=251.63305716409624, Min=251.35602330072118
MINUTE: Average=251.38218520276257, Max=251.51475501852394, Min=251.27420123897696
MINUTE: Average=251.51928765304328, Max=251.72219883326295, Min=251.26427580467083
MINUTE: Average=251.6422986048439, Max=251.82026652509074, Min=251.5360460143373
MINUTE: Average=251.70915468616042, Max=251.922535481712, Min=251.4892580593592
MINUTE: Average=251.48818693891653, Max=251.64276878605725, Min=251.31262608801083
MINUTE: Average=251.11942485673455, Max=251.3763218356775, Min=250.88746359568805
MINUTE: Average=250.9337637432229, Max=251.15673071943172, Min=250.59778805692852
MINUTE: Average=250.46760260935497, Max=250.61635565374496, Min=250.3093238430983
MINUTE: Average=250.0820185402172, Max=250.45734378189346, Min=249.85947609575615
MINUTE: Average=249.8982223900376, Max=250.1663922123841, Min=249.7608127083805
MINUTE: Average=250.26245659835146, Max=250.41869105848124, Min=250.05299467490306
MINUTE: Average=250.39322202136606, Max=250.52893742203395, Min=250.2283776966545
MINUTE: Average=250.50286880731136, Max=250.65082397644892, Min=250.37177140242815
MINUTE: Average=250.5927587913412, Max=250.7298429154993, Min=250.33327937869456
MINUTE: Average=250.51716220898064, Max=250.61550722724434, Min=250.40853550328626
MINUTE: Average=250.6225253828354, Max=250.95832144570278, Min=250.41337321067647
FIFTEEN_MINUTES: Average=266.1943984678896, Max=266.9205757070986, Min=265.63476625620075
FIFTEEN_MINUTES: Average=265.8341595549966, Max=266.63806428577624, Min=265.4008160921592
FIFTEEN_MINUTES: Average=265.071113360749, Max=265.46552558185334, Min=264.60952085633886
FIFTEEN_MINUTES: Average=265.0946316222697, Max=265.8502628589688, Min=264.55520441728083
FIFTEEN_MINUTES: Average=265.64630166214135, Max=266.0464125571425, Min=265.0151648849563
FIFTEEN_MINUTES: Average=266.3324395851513, Max=266.85347071820473, Min=265.7870177143303
FIFTEEN_MINUTES: Average=265.94483683915416, Max=266.6691999934013, Min=265.19215096425756
FIFTEEN_MINUTES: Average=265.9015238429893, Max=266.3417958618258, Min=265.40976940375896
FIFTEEN_MINUTES: Average=265.91483997197474, Max=267.06715938472666, Min=265.13510733989625
FIFTEEN_MINUTES: Average=267.8871305695239, Max=268.4730281179818, Min=267.0804257754535
FIFTEEN_MINUTES: Average=268.63550589469145, Max=269.43707367158936, Min=267.61414681160244
FIFTEEN_MINUTES: Average=268.02870790027794, Max=269.36009599168636, Min=267.3814588077815
FIFTEEN_MINUTES: Average=268.27740407346374, Max=268.7770284336873, Min=267.6023597886233
FIFTEEN_MINUTES: Average=268.63290353629776, Max=269.0083489755956, Min=268.18795204602947
FIFTEEN_MINUTES: Average=268.2624890493585, Max=269.0758062661981, Min=267.3792395052311
FIFTEEN_MINUTES: Average=267.2710229466256, Max=267.9348355072454, Min=266.5598062350403
FIFTEEN_MINUTES: Average=267.23119966256735, Max=267.60783060789475, Min=266.8072385398636
FIFTEEN_MINUTES: Average=266.9299171117974, Max=267.5422430779029, Min=266.00316651627264
FIFTEEN_MINUTES: Average=265.75911083544077, Max=266.4747156084232, Min=265.2626772177457
FIFTEEN_MINUTES: Average=267.16750499817897, Max=267.85736748929685, Min=266.1049029159357
FIFTEEN_MINUTES: Average=268.07692788637735, Max=268.4397042382987, Min=267.6777498760402
FIFTEEN_MINUTES: Average=267.75422632738463, Max=268.9222421220335, Min=266.88857802107236
FIFTEEN_MINUTES: Average=266.4392247371828, Max=267.46737926374533, Min=265.5308413632551
FIFTEEN_MINUTES: Average=265.3080711317534, Max=266.03826333107605, Min=264.5824991818112
FIFTEEN_MINUTES: Average=265.2202616356737, Max=266.0870730254526, Min=264.49124319155317
FIFTEEN_MINUTES: Average=265.46153372993746, Max=266.3429943443933, Min=264.8608342792467
FIFTEEN_MINUTES: Average=264.9177203655669, Max=265.8329842436147, Min=264.12185193939877
FIFTEEN_MINUTES: Average=265.55663347433835, Max=266.6431681149603, Min=264.51386047523806
FIFTEEN_MINUTES: Average=266.4818167042678, Max=267.0832930563159, Min=265.9832415873501
FIFTEEN_MINUTES: Average=265.6855752025932, Max=266.4884825301586, Min=264.9055049560233
FIFTEEN_MINUTES: Average=264.8433967753893, Max=265.32404135470506, Min=264.3359631509848
FIFTEEN_MINUTES: Average=264.28883505418406, Max=264.8100596240938, Min=263.3875926240988
FIFTEEN_MINUTES: Average=263.6619694036516, Max=264.1937452245024, Min=263.1666858924295
FIFTEEN_MINUTES: Average=263.63719869018155, Max=264.3177541786453, Min=263.05550551415666
FIFTEEN_MINUTES: Average=264.1227886362238, Max=264.65426081758676, Min=263.55721007595866
FIFTEEN_MINUTES: Average=264.49840796656, Max=264.9938898889754, Min=263.97944220060936
FIFTEEN_MINUTES: Average=264.7407456432381, Max=265.5521762993338, Min=264.1409818902896
FIFTEEN_MINUTES: Average=265.11262689103876, Max=265.52939723019546, Min=264.76384271343414
FIFTEEN_MINUTES: Average=264.4660721741373, Max=264.83887863310224, Min=264.0301453821654
FIFTEEN_MINUTES: Average=263.85237104178304, Max=264.92975992288785, Min=262.70851901846885
FIFTEEN_MINUTES: Average=263.67446447278115, Max=263.95665220109544, Min=263.37236029535023
FIFTEEN_MINUTES: Average=263.95946072897965, Max=264.61864220829494, Min=263.4267884214807
FIFTEEN_MINUTES: Average=264.7672550994728, Max=265.25669318421495, Min=264.310728449938
FIFTEEN_MINUTES: Average=264.50243265282296, Max=265.0814679822088, Min=263.5383181764134
FIFTEEN_MINUTES: Average=263.9150794052023, Max=264.89097808808674, Min=263.17740194982514
FIFTEEN_MINUTES: Average=263.2773871024341, Max=263.78093964543933, Min=262.38721587444326
FIFTEEN_MINUTES: Average=262.37274630773413, Max=263.01535130128906, Min=261.70910372933423
FIFTEEN_MINUTES: Average=261.812503078973, Max=262.4574615448896, Min=261.18656103263123
