
MINUTE: Average=302.28166370000025, Max=302.376055828472, Min=302.1115003116663
MINUTE: Average=300.6970342230089, Max=300.82753546328223, Min=300.60388626126064
MINUTE: Average=300.36910026379286, Max=300.5977832643802, Min=300.22860162980396
MINUTE: Average=300.22836098950626, Max=300.36120792202286, Min=300.0673985655099
MINUTE: Average=299.87021846418435, Max=300.14494110439495, Min=299.6442679631511
MINUTE: Average=299.80948373648596, Max=299.9382187002661, Min=299.73848556530845
MINUTE: Average=299.81179734490956, Max=299.9340859038151, Min=299.6901695021267
MINUTE: Average=299.9311434554147, Max=300.1057865772586, Min=299.76606849104496
MINUTE: Average=299.90696699516036, Max=300.02252861632564, Min=299.7358302326911
MINUTE: Average=299.94128635622815, Max=300.0493087006371, Min=299.7744883092341
MINUTE: Average=299.861255301065, Max=299.97675176094054, Min=299.6887360551313
MINUTE: Average=299.7390051213841, Max=299.911772944483, Min=299.59872036898685
MINUTE: Average=299.80378006165944, Max=299.97413213573793, Min=299.684587829193
MINUTE: Average=299.87357987449747, Max=300.0190802557344, Min=299.6972073024696
MINUTE: Average=300.07457133073234, Max=300.15808949272514, Min=299.9559202441846
MINUTE: Average=299.9571048409615, Max=300.0226700502331, Min=299.87982679323153
MINUTE: Average=300.10412905670387, Max=300.22213755035875, Min=300.02782467970684
MINUTE: Average=300.140250579576, Max=300.2282738858122, Min=300.03380596603387
MINUTE: Average=300.252124295994, Max=300.3862733374113, Min=300.06195640985237
MINUTE: Average=300.253756786771, Max=300.3840448451466, Min=300.0822788146327
MINUTE: Average=300.0552166833921, Max=300.2302537535672, Min=299.851400948043
MINUTE: Average=300.3662673631779, Max=300.4898564368242, Min=300.20365188126436
MINUTE: Average=300.430840717521, Max=300.53802407060385, Min=300.2239039539783
MINUTE: Average=300.31763219690157, Max=300.47587566770017, Min=300.1693486940738
MINUTE: Average=300.2245616077701, Max=300.34113696565777, Min=300.09924388589116
MINUTE: Average=300.2944137783752, Max=300.4546405166221, Min=300.1572339926139
MINUTE: Average=300.4488531806674, Max=300.56301348062595, Min=300.32105755001146
MINUTE: Average=300.43350198605356, Max=300.5499335774268, Min=300.25469522935964
MINUTE: Average=299.98461769446936, Max=300.3727482606773, Min=299.64595269385217
MINUTE: Average=299.78757152316365, Max=300.00169651901246, Min=299.64137039529214
MINUTE: Average=300.00747982995074, Max=300.09251111598917, Min=299.9110387227931
MINUTE: Average=300.01711692743993, Max=300.19827723231515, Min=299.8899078476559
MINUTE: Average=299.8843455511507, Max=300.14678244546803, Min=299.7125384959082
MINUTE: Average=299.93767718117965, Max=300.0734355460402, Min=299.76933839953443
MINUTE: Average=299.9285806048805, Max=300.0516095159785, Min=299.8061528092785
MINUTE: Average=300.1698037871113, Max=300.2928985741951, Min=300.0433328878996
MINUTE: Average=300.0353855868791, Max=300.2363268320589, Min=299.8683249226757
MINUTE: Average=299.82408295093217, Max=299.9531745863688, Min=299.6785205802877
MINUTE: Average=299.530541295152, Max=299.8698041599039, Min=299.3044638304854
MINUTE: Average=299.38433971564086, Max=299.49364416470956, Min=299.18502425124484
MINUTE: Average=299.43411430314313, Max=299.6555786463057, Min=299.19578970633756
MINUTE: Average=299.6680936281902, Max=299.7809508848541, Min=299.57880289473354
MINUTE: Average=299.56011901868953, Max=299.68848179138905, Min=299.403634710072
MINUTE: Average=299.4206816675207, Max=299.52821949203917, Min=299.2796254458618
MINUTE: Average=299.4891005284144, Max=299.68837023108307, Min=299.33110841158896
MINUTE: Average=299.83621134375, Max=300.0283484671643, Min=299.6728645333601
MINUTE: Average=299.8931339854398, Max=299.9943336476306, Min=299.8047463343743
MINUTE: Average=300.0075299163394, Max=300.1173088620428, Min=299.8785625908153
MINUTE: Average=299.9823349286151, Max=300.0836133092263, Min=299.8259213337586
MINUTE: Average=299.98418204298264, Max=300.0847058919708, Min=299.7554687144624
MINUTE: Average=300.0356373587094, Max=300.1815081885008, Min=299.88751349230074
MINUTE: Average=299.8066149406258, Max=299.9805147191302, Min=299.5625113776955
MINUTE: Average=299.5171271369696, Max=299.69305783144574, Min=299.4182388222087
MINUTE: Average=299.5352712043778, Max=299.6783073580877, Min=299.3934430265765
MINUTE: Average=299.41916207041515, Max=299.60438529280566, Min=299.26552151980286
MINUTE: Average=299.4392291967396, Max=299.62282089212925, Min=299.2537052027684
MINUTE: Average=299.245612388018, Max=299.33123645125113, Min=299.09530756078124
MINUTE: Average=299.38962617839167, Max=299.5689015683999, Min=299.18454568963716
MINUTE: Average=299.2101827073669, Max=299.3194137103151, Min=299.1033979026391
MINUTE: Average=299.25088338676767, Max=299.38358039293934, Min=299.12942837100525
MINUTE: Average=299.46997647333194, Max=299.5954144346001, Min=299.2396998344011
MINUTE: Average=299.55743541189906, Max=299.7411142710345, Min=299.3707126267098
MINUTE: Average=299.6138633599087, Max=299.7665701654618, Min=299.47526035217567
MINUTE: Average=299.6558677139801, Max=299.79130129455524, Min=299.5372893223363
MINUTE: Average=299.5787294656206, Max=299.6539007611469, Min=299.4708918338183
MINUTE: Average=299.645526008447, Max=299.79357677026496, Min=299.51081888934834
MINUTE: Average=299.82741009457834, Max=300.04351082276486, Min=299.61330455672334
MINUTE: Average=299.7645687196507, Max=299.999077566307, Min=299.4085679749447
MINUTE: Average=299.48589019887186, Max=299.58467948942314, Min=299.3403983858183
MINUTE: Average=299.3402726778051, Max=299.51767530440554, Min=299.20820215971463
MINUTE: Average=299.5291874830352, Max=299.72299479915876, Min=299.38291607274834
MINUTE: Average=299.76151182243996, Max=300.07713658503616, Min=299.5194231761035
MINUTE: Average=300.1569139494733, Max=300.2992984216027, Min=299.9957521977093
MINUTE: Average=300.24230116193723, Max=300.3251431952701, Min=300.12949560872676
MINUTE: Average=300.16303803249605, Max=300.27383941259683, Min=300.02085199321345
MINUTE: Average=300.20371266166114, Max=300.3616195368092, Min=300.0243489687064
MINUTE: Average=300.0101251138264, Max=300.1095548541306, Min=299.9128516383819
MINUTE: Average=300.1350487625198, Max=300.3612817530096, Min=299.97001142689106
MINUTE: Average=299.9860468261383, Max=300.21981595273826, Min=299.81637145814045
MINUTE: Average=299.85416058630796, Max=299.9533699092036, Min=299.75253227205826
MINUTE: Average=299.90426338374624, Max=300.0334025040619, Min=299.7861638830862
MINUTE: Average=299.98113126370623, Max=300.19240357040866, Min=299.80837383988165
MINUTE: Average=300.06754013584674, Max=300.20106935417414, Min=299.8520081296826
MINUTE: Average=299.48113259263465, Max=299.8947459219829, Min=299.23753697360667
MINUTE: Average=299.2353041728594, Max=299.47980894978446, Min=298.9758746615143
MINUTE: Average=299.0430754834452, Max=299.2104197229368, Min=298.8590292973275
MINUTE: Average=298.82946659390944, Max=298.97256788435027, Min=298.6239896409849
MINUTE: Average=298.76934169986544, Max=298.97250842415684, Min=298.59025339055376
MINUTE: Average=298.9727424005626, Max=299.2206576674439, Min=298.7851828640755
MINUTE: Average=299.10066584036105, Max=299.32344573963826, Min=298.97126948519593
MINUTE: Average=298.9790513363012, Max=299.12953050417855, Min=298.75505171272545
MINUTE: Average=298.8529997801388, Max=299.07086825769363, Min=298.6348756992062
MINUTE: Average=299.2145783818575, Max=299.4076784110245, Min=299.04208813743145
MINUTE: Average=299.28300260799364, Max=299.4175481668539, Min=299.1478061077894
MINUTE: Average=299.44287815617605, Max=299.61009569031694, Min=299.31739185418144
MINUTE: Average=299.4655732177305, Max=299.6121170054707, Min=299.33145375584735
MINUTE: Average=299.1812602234533, Max=299.45276897534666, Min=298.8729228105742
MINUTE: Average=298.90372444873327, Max=299.0313825372982, Min=298.8050468649732
MINUTE: Average=299.0750494740629, Max=299.2215912559286, Min=298.9094474882247
MINUTE: Average=299.10743571704825, Max=299.23978850729264, Min=298.9898685053138
MINUTE: Average=299.15607683464594, Max=299.3142664080334, Min=299.03258987541057
MINUTE: Average=299.6325211972646, Max=299.90548976482006, Min=299.2632541601321
MINUTE: Average=299.81416523856166, Max=299.9308852684957, Min=299.712572581111
MINUTE: Average=300.0211277242377, Max=300.12180992338216, Min=299.8348524188805
MINUTE: Average=300.0302751683861, Max=300.22777054892725, Min=299.8896976375722
MINUTE: Average=300.3109336021686, Max=300.5144334580296, Min=300.17386020211484
MINUTE: Average=300.22907962305925, Max=300.3962699508571, Min=300.080808428299
MINUTE: Average=300.07939694745926, Max=300.1728248137985, Min=299.9393936697828
MINUTE: Average=300.18203946491394, Max=300.34456991069646, Min=300.07864459383745
MINUTE: Average=300.52754818794256, Max=300.6972373724148, Min=300.3123048339978
MINUTE: Average=300.53229572961214, Max=300.6934436598692, Min=300.3663654130298
MINUTE: Average=300.31814994025547, Max=300.4714451426435, Min=300.1902181131438
MINUTE: Average=300.26354412730706, Max=300.3895898042531, Min=300.1487686148779
MINUTE: Average=300.3299017294709, Max=300.58758955093543, Min=300.12089150512884
MINUTE: Average=300.4973097550635, Max=300.6087785588538, Min=300.3619539121572
MINUTE: Average=300.82042836023993, Max=301.0675331453568, Min=300.53090400047245
MINUTE: Average=301.08080500958647, Max=301.23418563873844, Min=300.88566023986544
MINUTE: Average=301.3236233451036, Max=301.54953958985476, Min=301.04152491943546
MINUTE: Average=301.54738412314185, Max=301.6366048632293, Min=301.4682616637125
MINUTE: Average=301.4109967047911, Max=301.6269967602071, Min=301.16161794596485
MINUTE: Average=301.0384069441212, Max=301.1933334649893, Min=300.9426978746202
MINUTE: Average=301.005497328367, Max=301.1110089429094, Min=300.89993573499686
MINUTE: Average=301.1484198993547, Max=301.367852299137, Min=300.9534026938787
MINUTE: Average=301.2515776517514, Max=301.3434847108282, Min=301.1716046974854
MINUTE: Average=300.9957922005916, Max=301.24548348715814, Min=300.81353008050144
MINUTE: Average=300.93343645322835, Max=301.0898366058109, Min=300.7608612257261
MINUTE: Average=300.6661118678279, Max=300.81136483939895, Min=300.5474836019726
MINUTE: Average=300.62131012174626, Max=300.775700617268, Min=300.4448573313264
MINUTE: Average=300.69435740105394, Max=300.8536976625681, Min=300.47455434474415
MINUTE: Average=300.6614725263254, Max=300.7851173526894, Min=300.5543243023587
MINUTE: Average=300.89341972580786, Max=301.1050036945529, Min=300.6906266772197
MINUTE: Average=300.8947553841491, Max=301.07634536834854, Min=300.77208536655695
MINUTE: Average=300.970464690722, Max=301.1293270825544, Min=300.8467206115527
MINUTE: Average=301.06730084980165, Max=301.17790996430847, Min=300.932233152876
MINUTE: Average=301.1312895829547, Max=301.2231961701577, Min=301.02509070827966
MINUTE: Average=301.2957984459447, Max=301.4473296546803, Min=301.1389150171289
MINUTE: Average=301.26812374096426, Max=301.37981103367946, Min=301.16884216279533
MINUTE: Average=301.335084512341, Max=301.4772472959421, Min=301.2434873461482
MINUTE: Average=301.28876512337484, Max=301.48038624480176, Min=301.0206927711753
MINUTE: Average=301.05643750387446, Max=301.2069056169566, Min=300.7478653148993
MINUTE: Average=300.6809676669149, Max=300.9283538033051, Min=300.4536082725236
MINUTE: Average=300.78836085117507, Max=300.9096391593502, Min=300.57837997139114
MINUTE: Average=300.65186132589116, Max=300.76937775056797, Min=300.49358484050305
MINUTE: Average=300.80082481874246, Max=300.9219202950085, Min=300.64589286497977
MINUTE: Average=300.91904504439657, Max=301.0625675730971, Min=300.74746773288507
MINUTE: Average=300.97555072882653, Max=301.14072263202144, Min=300.84263779219435
MINUTE: Average=301.0562416262512, Max=301.2119809040575, Min=300.901883055324
MINUTE: Average=300.80225371472994, Max=301.0335460182473, Min=300.65517321413006
MINUTE: Average=300.89794061944673, Max=300.98333984321533, Min=300.7667373946703
MINUTE: Average=301.3144158708198, Max=301.5642291245067, Min=300.91485540652104
MINUTE: Average=301.2567833555232, Max=301.36553206279353, Min=301.1546245830729
MINUTE: Average=301.07886053597974, Max=301.20684709117745, Min=300.96962125059446
MINUTE: Average=300.8938830844073, Max=301.0238104375731, Min=300.7980244530594
MINUTE: Average=300.7850389481171, Max=300.9197411965201, Min=300.6620031690064
MINUTE: Average=300.87231176801197, Max=301.08823277585117, Min=300.6945341850124
MINUTE: Average=301.0108763248003, Max=301.09676317069744, Min=300.9235019987929
MINUTE: Average=300.9883412792789, Max=301.18397877876134, Min=300.84771046396264
MINUTE: Average=301.169569194342, Max=301.377548233247, Min=301.02902375653645
MINUTE: Average=301.0946518288512, Max=301.26788503007697, Min=300.92127386366315
MINUTE: Average=301.23389244761654, Max=301.34927848086505, Min=301.1197905863901
MINUTE: Average=301.1273268385888, Max=301.20299881419, Min=301.0430218659942
MINUTE: Average=301.1446610047354, Max=301.2724960487463, Min=301.03465742843724
MINUTE: Average=301.1559424071435, Max=301.27771283453626, Min=301.05447617359425
MINUTE: Average=301.2337399606204, Max=301.3378298362929, Min=301.1313411941503
MINUTE: Average=301.14690629406863, Max=301.2734766106952, Min=301.0690156333633
MINUTE: Average=301.2900017158314, Max=301.4289352607253, Min=301.15862286693084
MINUTE: Average=301.55196878201167, Max=301.85466642958414, Min=301.3778377799345
MINUTE: Average=301.9351628326559, Max=302.0452275056948, Min=301.8330558218228
MINUTE: Average=302.0242740777115, Max=302.15431260362897, Min=301.89186725791205
MINUTE: Average=301.9305476102555, Max=302.028972876669, Min=301.8372527151706
MINUTE: Average=301.91226931598635, Max=302.0256930144115, Min=301.79990771369665
MINUTE: Average=301.8383297207257, Max=302.0481595198174, Min=301.70533072397035
MINUTE: Average=302.13925223539223, Max=302.25584449075404, Min=301.97526274682565
MINUTE: Average=302.0298069665454, Max=302.1447696767474, Min=301.9079052835735
MINUTE: Average=301.93350520445335, Max=302.07522302380454, Min=301.78220599038974
MINUTE: Average=302.0258532666971, Max=302.24064090211317, Min=301.7302242109472
MINUTE: Average=301.7723782901739, Max=301.92630604426074, Min=301.6371862790987
MINUTE: Average=301.6682937958895, Max=301.83063834633754, Min=301.53668216758206
MINUTE: Average=301.55473249117875, Max=301.7310479485926, Min=301.40263640914253
MINUTE: Average=301.8353248654518, Max=302.0916974506885, Min=301.6191399453622
MINUTE: Average=302.0821630692669, Max=302.18061387344375, Min=301.98697160834826
MINUTE: Average=302.03649845307353, Max=302.1567098538789, Min=301.90943925302446
MINUTE: Average=301.8832147334306, Max=302.0662626252149, Min=301.7781920143709
MINUTE: Average=301.92556103452887, Max=302.1023907497376, Min=301.7547100579694
MINUTE: Average=301.9464104895882, Max=302.0200525439983, Min=301.8366967740022
MINUTE: Average=301.8010540248527, Max=302.01492268079414, Min=301.6596730584913
MINUTE: Average=301.86849946641513, Max=301.9722370634449, Min=301.77691660851366
MINUTE: Average=301.7948234971753, Max=301.9790142768746, Min=301.65225461167046
MINUTE: Average=301.52052191715865, Max=301.65973220005486, Min=301.3783350504653
MINUTE: Average=301.358275898321, Max=301.4947542145373, Min=301.2600352196753
MINUTE: Average=301.2804604674311, Max=301.4706099518869, Min=300.96568055583793
MINUTE: Average=301.0293902520398, Max=301.3061187202592, Min=300.80820908874176
MINUTE: Average=300.9513785027139, Max=301.3290478777151, Min=300.6779600130281
MINUTE: Average=300.79858264517713, Max=300.9615090526183, Min=300.59635380893326
MINUTE: Average=300.77923082996136, Max=300.95310352029526, Min=300.632062138549
MINUTE: Average=300.780290894087, Max=300.8979697168713, Min=300.67447520828085
MINUTE: Average=300.95471338131375, Max=301.1753708476194, Min=300.6857965361673
MINUTE: Average=301.0634324978472, Max=301.18902445932054, Min=300.90524329801036
MINUTE: Average=301.24087640518064, Max=301.33323942071564, Min=301.1340972038734
MINUTE: Average=301.28648769164374, Max=301.4436013202664, Min=301.0893185883275
MINUTE: Average=301.0788971769165, Max=301.2207655916458, Min=300.97341099635725
MINUTE: Average=301.14549301422034, Max=301.3331602981473, Min=300.88709911036796
MINUTE: Average=301.0898941353909, Max=301.3173911188727, Min=300.7466838537245
MINUTE: Average=300.62664415196724, Max=300.75397641837594, Min=300.54464433662696
MINUTE: Average=300.59170766631433, Max=300.70107110617437, Min=300.4732209897284
MINUTE: Average=300.7856998547315, Max=300.9990728936103, Min=300.54575284197955
MINUTE: Average=301.24022684698417, Max=301.5406386751983, Min=300.98055333568203
MINUTE: Average=301.59691371226626, Max=301.7209880513027, Min=301.46527949414224
MINUTE: Average=301.6004391748504, Max=301.6607469573692, Min=301.4920141236614
MINUTE: Average=301.5611588047081, Max=301.7151552444546, Min=301.45198158097577
MINUTE: Average=301.6339331470507, Max=301.7467975567336, Min=301.4878565252496
MINUTE: Average=301.6448212678627, Max=301.8304544525563, Min=301.35786861365216
MINUTE: Average=301.17533143656397, Max=301.3412333943438, Min=301.08428222782806
MINUTE: Average=301.28544671475106, Max=301.3975222659819, Min=301.13531152965055
MINUTE: Average=301.4570459251311, Max=301.60594957843585, Min=301.2889702279627
MINUTE: Average=301.64096041177714, Max=301.7788828498632, Min=301.5241292540269
MINUTE: Average=301.6234978932299, Max=301.7392671543225, Min=301.47891632088704
MINUTE: Average=301.4725049742869, Max=301.5931717841074, Min=301.3033184928117
MINUTE: Average=301.6224630385776, Max=301.8455640804455, Min=301.3969115141072
MINUTE: Average=301.9283239987377, Max=302.0822760243904, Min=301.67381481425195
MINUTE: Average=301.87276742702966, Max=302.04507035646657, Min=301.7217731764078
MINUTE: Average=301.92064603827737, Max=302.07171618372047, Min=301.78984103605546
MINUTE: Average=301.78334304034786, Max=301.9271397548802, Min=301.6440135249761
MINUTE: Average=301.60054354918, Max=301.70697056236463, Min=301.4840952092931
MINUTE: Average=301.59777687884986, Max=301.7068035376307, Min=301.51443766911206
MINUTE: Average=301.50911047097486, Max=301.6932195791707, Min=301.29267316867663
MINUTE: Average=301.37339713411205, Max=301.5797297996379, Min=301.1604471768364
MINUTE: Average=301.4653926006743, Max=301.5910803954261, Min=301.3129985448998
MINUTE: Average=301.4243566938443, Max=301.5509031728394, Min=301.2741007783078
MINUTE: Average=301.41551755926906, Max=301.5850802774186, Min=301.2999639743545
MINUTE: Average=301.6715022196262, Max=301.88415196680955, Min=301.5090474035071
MINUTE: Average=301.96379172650023, Max=302.1452583323122, Min=301.8041861592358
MINUTE: Average=302.1382698956498, Max=302.2714902017748, Min=301.99784041054164
MINUTE: Average=302.2261846797798, Max=302.3313865409403, Min=302.0854076759185
MINUTE: Average=301.8810316506222, Max=302.07063414012663, Min=301.65192748226804
MINUTE: Average=301.8135978352163, Max=301.9912663537023, Min=301.5649330336574
MINUTE: Average=301.98102173486734, Max=302.11465822344735, Min=301.80778464558716
MINUTE: Average=301.49109433414634, Max=301.8367255082744, Min=301.12668578840373
MINUTE: Average=300.9975821573846, Max=301.216503359238, Min=300.64503155141864
MINUTE: Average=300.6693800151852, Max=300.8261790555239, Min=300.5455574784325
MINUTE: Average=300.5567430105553, Max=300.7059602728071, Min=300.42334934730553
MINUTE: Average=300.39758999847453, Max=300.5372418919329, Min=300.24400822752017
MINUTE: Average=300.5289503196622, Max=300.6529088672786, Min=300.3720333311282
MINUTE: Average=300.4749630276086, Max=300.6566941039229, Min=300.3560390728074
MINUTE: Average=300.4512672552102, Max=300.54304486242495, Min=300.3534298971066
MINUTE: Average=300.4218164884403, Max=300.56488665726505, Min=300.28066287154536
MINUTE: Average=300.2321550505574, Max=300.33462109875757, Min=300.11795705890324
MINUTE: Average=300.24679995408013, Max=300.40787384733994, Min=300.1154334820294
MINUTE: Average=300.60919614048606, Max=300.81285065168555, Min=300.37927811638
MINUTE: Average=300.71411995293704, Max=300.85325023741984, Min=300.60198351106914
MINUTE: Average=300.6505658206899, Max=300.8065275733214, Min=300.4965827777338
MINUTE: Average=300.4406769971924, Max=300.64209693390836, Min=300.30796580655453
MINUTE: Average=300.3947545169924, Max=300.51558482614314, Min=300.2021949140462
MINUTE: Average=300.02279681571616, Max=300.1655711350837, Min=299.92699708946674
MINUTE: Average=300.1498147019775, Max=300.2910723661808, Min=300.0587690717719
MINUTE: Average=300.4531235239383, Max=300.5990180490324, Min=300.2692394117226
MINUTE: Average=300.55653161979694, Max=300.72846576115097, Min=300.36359989322125
MINUTE: Average=300.73069264782566, Max=300.84947122141693, Min=300.61608717386343
MINUTE: Average=300.7172305336128, Max=300.8689163636234, Min=300.60509053779987
MINUTE: Average=300.6627451893906, Max=300.8300771461621, Min=300.49309766403803
MINUTE: Average=300.6114940171011, Max=300.82222314710117, Min=300.45663769800274
MINUTE: Average=300.784218451142, Max=300.9173453512953, Min=300.53416961692625
MINUTE: Average=300.83064246706266, Max=300.9976768425374, Min=300.5549393997916
MINUTE: Average=300.8089004916329, Max=300.98254005491486, Min=300.6803854640395
MINUTE: Average=301.07259133888726, Max=301.21613134386627, Min=300.93990489027055
MINUTE: Average=300.9082505783469, Max=301.0599506331245, Min=300.69678984525245
MINUTE: Average=300.9133589641303, Max=301.088030775129, Min=300.679154149336
MINUTE: Average=300.80486154911233, Max=301.0715847150568, Min=300.65824282985915
MINUTE: Average=300.9774736291403, Max=301.2050932664274, Min=300.700258298446
MINUTE: Average=301.06619165378186, Max=301.26470973799326, Min=300.92121074982003
MINUTE: Average=301.07876164943207, Max=301.17115108022335, Min=300.9512479342859
MINUTE: Average=301.1033105922936, Max=301.3839270253072, Min=300.9741309625892
MINUTE: Average=301.4072475374463, Max=301.5698097425374, Min=301.2858681611045
FIFTEEN_MINUTES: Average=299.3928091156434, Max=300.34659515010975, Min=298.7165304402464
FIFTEEN_MINUTES: Average=299.334937035292, Max=300.6048892889082, Min=298.2580990584363
FIFTEEN_MINUTES: Average=300.686267042733, Max=301.456606402112, Min=300.1898512404725
FIFTEEN_MINUTES: Average=301.3090173374396, Max=301.7022699382965, Min=300.8001759753172
FIFTEEN_MINUTES: Average=301.1984578527771, Max=302.00043137852794, Min=300.3839333487258
FIFTEEN_MINUTES: Average=301.94627911011884, Max=302.40348310406785, Min=301.6202827506831
FIFTEEN_MINUTES: Average=302.4270909353499, Max=303.3643298133742, Min=301.6298504880398
FIFTEEN_MINUTES: Average=303.51242292935495, Max=303.96115797309, Min=303.08541681381575
FIFTEEN_MINUTES: Average=304.0664503906333, Max=304.47745952263887, Min=303.42229438254856
FIFTEEN_MINUTES: Average=304.57997914715907, Max=305.2333370105912, Min=304.0596299716369
FIFTEEN_MINUTES: Average=304.3580877573488, Max=304.848792877881, Min=303.88892775580456
FIFTEEN_MINUTES: Average=304.2207782758588, Max=305.071009858552, Min=303.63727679022435
FIFTEEN_MINUTES: Average=304.92091424571464, Max=305.738267974142, Min=304.0995723602884
FIFTEEN_MINUTES: Average=305.53351250493813, Max=306.16635722833047, Min=304.8803683119955
FIFTEEN_MINUTES: Average=304.8231876521258, Max=305.3210032283358, Min=304.4189200524356
FIFTEEN_MINUTES: Average=304.96584519596007, Max=305.82594493957276, Min=304.36824127136236
FIFTEEN_MINUTES: Average=305.09147587663995, Max=306.1241671608312, Min=304.23492951623393
FIFTEEN_MINUTES: Average=305.36372430720354, Max=306.19666508230296, Min=304.5643249492159
FIFTEEN_MINUTES: Average=306.79471374636836, Max=307.42052985809863, Min=305.842439951132
FIFTEEN_MINUTES: Average=307.5346505184283, Max=308.26112904968534, Min=306.58905049654766
FIFTEEN_MINUTES: Average=307.55786765897506, Max=308.2765962004135, Min=306.5760818115114
FIFTEEN_MINUTES: Average=306.58849266992365, Max=307.06137094156213, Min=306.13377433318414
FIFTEEN_MINUTES: Average=306.3445058520595, Max=306.81056904940084, Min=306.03043050671226
FIFTEEN_MINUTES: Average=306.55926419309986, Max=306.845750453407, Min=306.33265277940217
FIFTEEN_MINUTES: Average=306.4547079710825, Max=307.4080264966796, Min=305.70723420235623
FIFTEEN_MINUTES: Average=305.83726592254897, Max=306.408712585052, Min=305.35566263696376
FIFTEEN_MINUTES: Average=305.26561485123455, Max=305.9436273591696, Min=304.43724652997264
FIFTEEN_MINUTES: Average=305.10817293762545, Max=305.6000328489747, Min=304.5532577565983
FIFTEEN_MINUTES: Average=306.082011427527, Max=306.87036825125, Min=304.9991180596768
FIFTEEN_MINUTES: Average=307.4155372800314, Max=308.4792543887403, Min=306.41591245346245
FIFTEEN_MINUTES: Average=307.7472505161492, Max=308.1736032766412, Min=307.11912678106853
FIFTEEN_MINUTES: Average=306.9900802550571, Max=308.1449509190354, Min=306.01871011510843
FIFTEEN_MINUTES: Average=307.1492272033969, Max=308.3889259437731, Min=306.0956657148022
FIFTEEN_MINUTES: Average=305.7368609208307, Max=306.8294054739423, Min=305.04777639491726
FIFTEEN_MINUTES: Average=306.0289977996056, Max=307.0710331529586, Min=305.0595263826327
FIFTEEN_MINUTES: Average=306.9602918711529, Max=307.3581072432285, Min=306.52919260869584
FIFTEEN_MINUTES: Average=306.4838890678095, Max=307.3060891192438, Min=304.9535380614964
FIFTEEN_MINUTES: Average=305.7260473192726, Max=306.29983067146713, Min=305.0303688640572
FIFTEEN_MINUTES: Average=305.7572373420204, Max=306.4635272789916, Min=305.2165268711744
FIFTEEN_MINUTES: Average=306.17137009755737, Max=306.8650370399565, Min=305.5271596985656
FIFTEEN_MINUTES: Average=307.02835203696566, Max=307.4527054792137, Min=306.6664102318036
FIFTEEN_MINUTES: Average=306.73548545259587, Max=307.13493802180767, Min=306.25306643434857
FIFTEEN_MINUTES: Average=306.30526835388264, Max=306.88932222642865, Min=305.69509499549554
FIFTEEN_MINUTES: Average=306.36745065486014, Max=306.82106076765206, Min=305.8509446747164
FIFTEEN_MINUTES: Average=307.49753926166693, Max=308.31017176581577, Min=306.75902328747753
FIFTEEN_MINUTES: Average=307.7433814548312, Max=308.4235355862026, Min=307.2940872283856
FIFTEEN_MINUTES: Average=308.33949538927936, Max=308.77853239781246, Min=307.983674457264
FIFTEEN_MINUTES: Average=308.35450426214186, Max=308.9417711468682, Min=307.9175733473781
FIFTEEN_MINUTES: Average=308.9112219242617, Max=309.64174923355796, Min=308.34264613612004
